,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
1306,ProteomicsDB_2020,Glioma U-251 MG BTO:0002035 P003815,14/317,2.1802818623275453e-12,3.51700345092212e-10,0,0,17.11314527679183,459.5147661734486,CRTAP;VCP;ANP32A;COL14A1;P3H1;HSP90B1;COL1A1;COL1A2;COL7A1;CANX;TGFBI;CALR;PTGFRN;SSBP1
1307,ProteomicsDB_2020,Brain SNB-75 BTO:0004222 SNB75 NCI60,13/257,2.632487612965659e-12,3.51700345092212e-10,0,0,19.426001821493625,517.9572709679084,CRTAP;VCP;COL14A1;P3H1;LAMB1;LAMC1;COL1A1;COL1A2;COL5A1;COL7A1;COL5A2;NES;B2M
1308,ProteomicsDB_2020,Renal RXF-393 BTO:0004207 P003812,13/354,1.4408862595210644e-10,1.6041867022667852e-08,0,0,13.831649831649832,313.43338109704325,CRTAP;P3H1;LAMB1;LAMC1;FSTL1;HSP90B1;COL5A1;COL7A1;COL5A2;TGFBI;CALR;PTGFRN;SSBP1
1309,ProteomicsDB_2020,Mixed PDB:200045 gcpool sdsfrac rep1,11/224,2.0160754488056074e-10,1.6834229997526824e-08,0,0,18.18578135479544,405.9920794664341,COL1A1;POSTN;VCP;COL7A1;NCL;LAMB1;TGFBI;LAMC1;AGRN;FSTL1;IPO7
1310,ProteomicsDB_2020,Gastric HFE-145 PDB:200047 HFE-145 sdsfrac rep1,11/224,2.0160754488056074e-10,1.6834229997526824e-08,0,0,18.18578135479544,405.9920794664341,COL1A1;POSTN;VCP;COL7A1;NCL;LAMB1;TGFBI;LAMC1;AGRN;FSTL1;IPO7
1311,ProteomicsDB_2020,Mixed PDB:200045 gcpool scxfrac rep2,10/200,1.2060772475665103e-09,8.05659601374429e-08,0,0,18.229916897506925,374.3676171180713,IGSF8;SET;GOLM1;NCL;CLEC11A;TGFBI;AGRN;B2M;FSTL1;CCT5
1312,ProteomicsDB_2020,Gastric HFE-145 PDB:200047 HFE-145 scxfrac rep2,10/200,1.2060772475665103e-09,8.05659601374429e-08,0,0,18.229916897506925,374.3676171180713,IGSF8;SET;GOLM1;NCL;CLEC11A;TGFBI;AGRN;B2M;FSTL1;CCT5
1313,ProteomicsDB_2020,Renal RXF-393 BTO:0004207 P001567,12/357,2.161226687197513e-09,1.312454024589035e-07,0,0,12.387667984189724,247.1660586811368,CRTAP;COL5A1;COL7A1;CANX;P3H1;LAMB1;TGFBI;CALR;LAMC1;PTGFRN;IPO7;HSP90B1
1314,ProteomicsDB_2020,Breast BT-549 BTO:0002548 P001357,12/363,2.6074836398254743e-09,1.3700708548924877e-07,0,0,12.172183372183373,240.58174616440405,COL1A1;CRTAP;COL1A2;COL5A1;COL5A2;CANX;LAMB1;CALR;LAMC1;B2M;FSTL1;HSP90B1
1315,ProteomicsDB_2020,Glial MO3.13 PDB:200051 oligodend acute,11/286,2.666305555928494e-09,1.3700708548924877e-07,0,0,14.041428571428572,277.2139146895208,CRTAP;HNRNPK;COL14A1;P3H1;HNRNPU;LAMB1;HNRNPC;CALR;NES;DBN1;HSP90B1
1316,ProteomicsDB_2020,Breast Hs-578T BTO:0003885 HS578T NCI60,10/219,2.902353705166617e-09,1.3848373393223578e-07,0,0,16.55670276168891,325.46742117246873,COL1A1;CRTAP;POSTN;COL1A2;COL5A1;WNT5A;COL5A2;LAMB1;LAMC1;FSTL1
1317,ProteomicsDB_2020,Renal RCC 786-O BTO:0003781 P001903,12/380,4.358878181153228e-09,1.941153750006904e-07,0,0,11.599802371541502,223.30838832732204,HSPA8;HNRNPK;ATP5F1B;GOLM1;COL7A1;CANX;P3H1;LAMB1;TGFBI;CALR;LAMC1;RANGAP1
1318,ProteomicsDB_2020,Glioma U-251 MG BTO:0002035 P001569,11/359,2.7996070386543883e-08,1.1688359386382072e-06,0,0,11.054751642036123,192.2554153284968,CRTAP;VCP;COL5A1;COL14A1;COL7A1;CANX;P3H1;TGFBI;PTGFRN;IPO7;HSP90B1
1319,ProteomicsDB_2020,Brain SF-539 BTO:0004214 SF539 NCI60,9/208,3.037031686137681e-08,1.1933748037293947e-06,0,0,15.387801074337204,266.359760953505,COL1A1;CRTAP;VCP;COL1A2;COL5A1;COL5A2;P3H1;TGFBI;FSTL1
1320,ProteomicsDB_2020,Renal Caki-1 BTO:0003204 P003357,11/371,3.9159695567154944e-08,1.4532598132699722e-06,0,0,10.6797123015873,182.1490911592497,COL1A1;CRTAP;ATP5F1B;COL5A1;COL7A1;CANX;LAMB1;CALR;LAMC1;GAS6;HSP90B1
1321,ProteomicsDB_2020,Lung non-small lung cancer BTO:0002553 P005587-I,9/248,1.3702388617712616e-07,4.817471366648436e-06,0,0,12.786466599336316,202.06594552848196,COL1A1;POSTN;COL1A2;COL5A1;COL14A1;COL5A2;CLEC11A;TGFBI;AGRN
1322,ProteomicsDB_2020,Lung NCI-H522 BTO:0003536 NCIH522 NCI60,9/290,5.125603829342982e-07,1.711951679000556e-05,0,0,10.85212909559455,157.1805808362877,SET;COL14A1;NCL;COL5A2;HNRNPU;HNRNPC;PTMA;DBN1;PTMS
1323,ProteomicsDB_2020,Ovary IGROV-1 BTO:0002575 P001748,10/387,6.087795951226508e-07,1.9364989025806222e-05,0,0,9.100470007911024,130.24419354608065,HSPA8;IGSF8;VCP;HNRNPK;ATP5F1B;CANX;P3H1;CALR;RANGAP1;HSP90B1
1324,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 6h P003685-1,7/173,1.8026249901834944e-06,5.2354499714894526e-05,0,0,13.892469879518073,183.74551074115567,NPM1;SET;NCL;HNRNPU;RANGAP1;PTMA;CCT5
1325,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 6h P003685-2,7/173,1.8026249901834944e-06,5.2354499714894526e-05,0,0,13.892469879518073,183.74551074115567,NPM1;SET;NCL;HNRNPU;RANGAP1;PTMA;CCT5
1326,ProteomicsDB_2020,Embryonic stem HES-3 PDB:200034 4Skin mix1 hESC,9/360,3.0595632817341387e-06,8.515784467493352e-05,0,0,8.656940760389036,109.91924039458698,COL1A1;CRTAP;COL1A2;COL5A1;WNT5A;COL5A2;HNRNPU;LAMB1;HNRNPC
1327,ProteomicsDB_2020,Mixed PDB:200045 4Skin mix1 4Skin iPS,9/365,3.4234733909414265e-06,9.14752090059549e-05,0,0,8.533175125920186,107.3887708889014,COL1A1;CRTAP;COL1A2;COL5A1;WNT5A;COL5A2;HNRNPU;LAMB1;HNRNPC
1328,ProteomicsDB_2020,Mixed PDB:200045 4Skin mix1 4Skin Fibro,9/371,3.908834184405389e-06,9.867563938132811e-05,0,0,8.389169365593446,104.46421368528571,COL1A1;CRTAP;COL1A2;COL5A1;WNT5A;COL5A2;HNRNPU;LAMB1;HNRNPC
1329,ProteomicsDB_2020,Glioma U-251 MG BTO:0002035 U251 NCI60,7/195,3.988386621700388e-06,9.867563938132811e-05,0,0,12.253102836879432,152.33209096477785,VCP;COL5A1;COL7A1;COL5A2;TGFBI;PTMA;NES
1330,ProteomicsDB_2020,Mixed PDB:200045 gcpool scxfrac rep1,6/138,6.8338933263443134e-06,0.0001574151979999311,0,0,14.7548435171386,175.48844313432517,SET;GOLM1;TGFBI;AGRN;B2M;FSTL1
1331,ProteomicsDB_2020,Gastric HFE-145 PDB:200047 HFE-145 scxfrac rep1,6/138,6.8338933263443134e-06,0.0001574151979999311,0,0,14.7548435171386,175.48844313432517,SET;GOLM1;TGFBI;AGRN;B2M;FSTL1
1332,ProteomicsDB_2020,Lung NCI-H23 BTO:0003238 P003198,8/304,7.784248274956915e-06,0.00017332926158904064,0,0,8.99541914796152,105.8167884293848,HSPA8;ATP5F1B;ANP32A;EEF1D;CANX;SSBP1;IPO7;PTMS
1333,ProteomicsDB_2020,Melanoma UACC-257 BTO:0004233 P001897,10/527,9.54384921390887e-06,0.00018880549315795656,0,0,6.588618548304998,76.16188505281318,HSPA8;IGSF8;VCP;ATP5F1B;COL14A1;CANX;P3H1;CALR;PTGFRN;HSP90B1
1334,ProteomicsDB_2020,Mixed PDB:200045 IMR90 mix1 IMR90 Fibro,7/223,9.609860430195393e-06,0.00018880549315795656,0,0,10.649614197530864,123.03202007458292,COL1A1;NPM1;COL1A2;ATP5F1B;COL7A1;HNRNPU;HNRNPC
1335,ProteomicsDB_2020,Mixed PDB:200045 IMR90 mix1 IMR90 iPS,7/223,9.609860430195393e-06,0.00018880549315795656,0,0,10.649614197530864,123.03202007458292,COL1A1;NPM1;COL1A2;ATP5F1B;COL7A1;HNRNPU;HNRNPC
1336,ProteomicsDB_2020,Embryonic stem HES-3 PDB:200034 IMR90 mix1 hESC,7/223,9.609860430195393e-06,0.00018880549315795656,0,0,10.649614197530864,123.03202007458292,COL1A1;NPM1;COL1A2;ATP5F1B;COL7A1;HNRNPU;HNRNPC
1337,ProteomicsDB_2020,Breast MDA-MB-231 BTO:0000815 P002772-1,7/229,1.1420196056523928e-05,0.00021190808238216624,0,0,10.358633633633634,117.882568224571,HSPA8;VCP;COL1A2;ANP32A;CALR;IPO7;HSP90B1
1338,ProteomicsDB_2020,Breast MDA-MB-231 BTO:0000815 P002772-2,7/229,1.1420196056523928e-05,0.00021190808238216624,0,0,10.358633633633634,117.882568224571,HSPA8;VCP;COL1A2;ANP32A;CALR;IPO7;HSP90B1
1339,ProteomicsDB_2020,Bone U2-OS BTO:0001938 MEM BioRep2 heavy,8/328,1.3512622487006684e-05,0.0002314469697774478,0,0,8.310593220338983,93.17742635777084,CRTAP;NPM1;SET;ATP5F1B;CAPRIN1;NCL;P3H1;CALR
1340,ProteomicsDB_2020,Bone U2-OS BTO:0001938 MEM BioRep2 light,8/328,1.3512622487006684e-05,0.0002314469697774478,0,0,8.310593220338983,93.17742635777084,CRTAP;NPM1;SET;ATP5F1B;CAPRIN1;NCL;P3H1;CALR
1341,ProteomicsDB_2020,Bone U2-OS BTO:0001938 MEM BioRep2 medium,8/328,1.3512622487006684e-05,0.0002314469697774478,0,0,8.310593220338983,93.17742635777084,CRTAP;NPM1;SET;ATP5F1B;CAPRIN1;NCL;P3H1;CALR
1342,ProteomicsDB_2020,Bone U2-OS BTO:0001938 NUC BioRep3 heavy,6/164,1.8307292379109533e-05,0.00029117312641059926,0,0,12.31064536210832,134.28711822500068,NPM1;HNRNPK;NCL;HNRNPU;HNRNPC;DBN1
1343,ProteomicsDB_2020,Bone U2-OS BTO:0001938 NUC BioRep3 light,6/164,1.8307292379109533e-05,0.00029117312641059926,0,0,12.31064536210832,134.28711822500068,NPM1;HNRNPK;NCL;HNRNPU;HNRNPC;DBN1
1344,ProteomicsDB_2020,Bone U2-OS BTO:0001938 NUC BioRep3 medium,6/164,1.8307292379109533e-05,0.00029117312641059926,0,0,12.31064536210832,134.28711822500068,NPM1;HNRNPK;NCL;HNRNPU;HNRNPC;DBN1
1345,ProteomicsDB_2020,Ovary SKOV-3 BTO:0000948 P003816,9/452,1.901166908467755e-05,0.0002953440685712698,0,0,6.826885654238343,74.2113710783546,CRTAP;ATP5F1B;ASPH;COL7A1;CANX;P3H1;CALR;LAMC1;HSP90B1
1346,ProteomicsDB_2020,Hematopoietic JURKAT BTO:0000661 Low coverage proteome bortezomib R2,6/167,2.02855124658405e-05,0.0003011271628262546,0,0,12.079421647490072,130.52544201992242,HNRNPK;ANP32A;HNRNPU;RPLP2;HNRNPC;CCT5
1347,ProteomicsDB_2020,Hematopoietic JURKAT BTO:0000661 Low coverage proteome untreated R2,6/167,2.02855124658405e-05,0.0003011271628262546,0,0,12.079421647490072,130.52544201992242,HNRNPK;ANP32A;HNRNPU;RPLP2;HNRNPC;CCT5
1348,ProteomicsDB_2020,Breast BT-549 BTO:0002548 BT549 NCI60,6/171,2.318775130815745e-05,0.00033672647551846047,0,0,11.784202682563338,125.75967210211284,VCP;COL5A1;COL5A2;LAMB1;LAMC1;FSTL1
1349,ProteomicsDB_2020,Bone U2-OS BTO:0001938 MEM BioRep3 heavy,8/376,3.5903344264300496e-05,0.0004894578360929129,0,0,7.208916728076639,73.78095666457106,NPM1;VCP;ATP5F1B;PLSCR3;NCL;CANX;P3H1;CALR
1350,ProteomicsDB_2020,Bone U2-OS BTO:0001938 MEM BioRep3 light,8/376,3.5903344264300496e-05,0.0004894578360929129,0,0,7.208916728076639,73.78095666457106,NPM1;VCP;ATP5F1B;PLSCR3;NCL;CANX;P3H1;CALR
1351,ProteomicsDB_2020,Bone U2-OS BTO:0001938 MEM BioRep3 medium,8/376,3.5903344264300496e-05,0.0004894578360929129,0,0,7.208916728076639,73.78095666457106,NPM1;VCP;ATP5F1B;PLSCR3;NCL;CANX;P3H1;CALR
1352,ProteomicsDB_2020,Mixed PDB:200045 mix-pool AC fluid and CSF,7/286,4.746682323458257e-05,0.0006341567584140231,0,0,8.218518518518518,81.8192930356565,COL1A1;IGSF8;GOLM1;LAMB1;TGFBI;GAS6;AGRN
1353,ProteomicsDB_2020,Lung non-small lung cancer BTO:0002553 P005584-I,7/289,5.070192753261693e-05,0.0006640958351331001,0,0,8.1298463356974,80.40049442913451,COL1A1;POSTN;COL1A2;COL5A1;COL14A1;TGFBI;AGRN
1354,ProteomicsDB_2020,Bone U2-OS BTO:0001938 NUC BioRep2 heavy,7/292,5.411582159860285e-05,0.0006694327560716057,0,0,8.043040935672515,79.01792238922316,NPM1;HNRNPK;NCL;SRSF2;P3H1;HNRNPC;DBN1
1355,ProteomicsDB_2020,Bone U2-OS BTO:0001938 NUC BioRep2 light,7/292,5.411582159860285e-05,0.0006694327560716057,0,0,8.043040935672515,79.01792238922316,NPM1;HNRNPK;NCL;SRSF2;P3H1;HNRNPC;DBN1
1356,ProteomicsDB_2020,Bone U2-OS BTO:0001938 NUC BioRep2 medium,7/292,5.411582159860285e-05,0.0006694327560716057,0,0,8.043040935672515,79.01792238922316,NPM1;HNRNPK;NCL;SRSF2;P3H1;HNRNPC;DBN1
1357,ProteomicsDB_2020,Melanoma SK-MEL-28 BTO:0002131 P001360,9/522,5.8402413190044273e-05,0.000703294623098646,0,0,5.87416817906836,57.262292197015256,IGSF8;VCP;HNRNPK;ATP5F1B;CANX;P3H1;CALR;SSBP1;HSP90B1
1358,ProteomicsDB_2020,Colon HCT-15 BTO:0002201 P003208,7/296,5.89588306789284e-05,0.000703294623098646,0,0,7.930103806228374,77.22867309654421,HSPA8;HNRNPK;ATP5F1B;CANX;IPO7;EIF3A;HSP90B1
1359,ProteomicsDB_2020,Colon KM-12 BTO:0003172 KM12 NCI60,5/129,7.240264092843747e-05,0.0008485081428104601,0,0,12.883064516129032,122.81770388923697,SET;EEF1D;NCL;HNRNPC;PTMA
1360,ProteomicsDB_2020,Lung NCI-H226 BTO:0003008 P001566,8/419,7.682403491798881e-05,0.0008848009538830436,0,0,6.440513010845808,61.01737525915305,COL1A1;CRTAP;ATP5F1B;COL5A1;COL7A1;CANX;SSBP1;GAS6
1361,ProteomicsDB_2020,Hematopoietic JURKAT BTO:0000661 Low coverage proteome bortezomib R1,5/135,8.980369172083063e-05,0.0009880515379405452,0,0,12.284739454094291,114.46778301445272,HSPA8;HNRNPK;ANP32A;NCL;PTMA
1362,ProteomicsDB_2020,Hematopoietic JURKAT BTO:0000661 Low coverage proteome untreated R1,5/135,8.980369172083063e-05,0.0009880515379405452,0,0,12.284739454094291,114.46778301445272,HSPA8;HNRNPK;ANP32A;NCL;PTMA
1363,ProteomicsDB_2020,Human fetal fibroblast NFF PDB:200043 4plex protein C-4,15/1484,9.248079169254572e-05,0.0009880515379405452,0,0,3.625700371786144,33.67735268245873,IGSF8;CRTAP;POSTN;GOLM1;WNT5A;P3H1;LAMC1;FSTL1;COL1A1;AKAP12;COL1A2;COL5A1;ASPH;COL5A2;GAS6
1364,ProteomicsDB_2020,Human iPS iPS DF19.7 PDB:200040 4plex protein C-3,15/1484,9.248079169254572e-05,0.0009880515379405452,0,0,3.625700371786144,33.67735268245873,IGSF8;CRTAP;POSTN;GOLM1;WNT5A;P3H1;LAMC1;FSTL1;COL1A1;AKAP12;COL1A2;COL5A1;ASPH;COL5A2;GAS6
1365,ProteomicsDB_2020,Embryonic stem hES H9 PDB:200038 4plex protein C-2,15/1485,9.318450133271608e-05,0.0009880515379405452,0,0,3.623037676609105,33.62515596560273,IGSF8;CRTAP;POSTN;GOLM1;WNT5A;P3H1;LAMC1;FSTL1;COL1A1;AKAP12;COL1A2;COL5A1;ASPH;COL5A2;GAS6
1366,ProteomicsDB_2020,Embryonic stem hES H1 PDB:200035 4plex protein C-1,15/1495,0.00010048467683305924,0.001048808814445,0,0,3.596608627858628,33.10859982682486,IGSF8;CRTAP;POSTN;GOLM1;WNT5A;P3H1;LAMC1;FSTL1;COL1A1;AKAP12;COL1A2;COL5A1;ASPH;COL5A2;GAS6
1367,ProteomicsDB_2020,Cervix HeLa BTO:0000567 GluC R2,14/1328,0.0001063269148856272,0.0010927135252861,0,0,3.742942477240746,34.24415118215341,CRTAP;VCP;COL14A1;WNT5A;HNRNPU;LAMB1;IPO7;COL5A1;ASPH;COL7A1;CAPRIN1;NCL;CALR;CCT5
1368,ProteomicsDB_2020,Mixed PDB:200045 4Skin mix2 4Skin Fibro,8/445,0.00011657956500225636,0.0011452227856104,0,0,6.04925726253733,54.787739241822784,COL1A1;COL1A2;COL5A1;COL14A1;WNT5A;COL5A2;HNRNPU;LAMB1
1369,ProteomicsDB_2020,Mixed PDB:200045 4Skin mix2 4Skin iPS,8/445,0.00011657956500225636,0.0011452227856104,0,0,6.04925726253733,54.787739241822784,COL1A1;COL1A2;COL5A1;COL14A1;WNT5A;COL5A2;HNRNPU;LAMB1
1370,ProteomicsDB_2020,Embryonic stem HES-3 PDB:200034 4Skin mix2 hESC,8/445,0.00011657956500225636,0.0011452227856104,0,0,6.04925726253733,54.787739241822784,COL1A1;COL1A2;COL5A1;COL14A1;WNT5A;COL5A2;HNRNPU;LAMB1
1371,ProteomicsDB_2020,Melanoma UACC-62 BTO:0004152 P001891,8/448,0.0001221005777896483,0.001182075158891,0,0,6.007087827426811,54.127858710214326,CRTAP;P3H1;LAMB1;CALR;LAMC1;PTGFRN;SSBP1;HSP90B1
1372,ProteomicsDB_2020,Hematopoietic CCRF-CEM BTO:0000736 CCRFCEM NCI60,6/240,0.00015187152130745026,0.0014492882319053,0,0,8.280369903320723,72.80495074051535,HNRNPK;SET;CLEC11A;SRSF2;HNRNPC;PTMA
1373,ProteomicsDB_2020,Brain SF-295 BTO:0004213 P003360,8/470,0.0001695816754169786,0.0015944306491082,0,0,5.71457920610463,49.61498178378906,COL5A1;CANX;LAMB1;TGFBI;CALR;PTGFRN;SSBP1;B2M
1374,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 3hrs 15cm,5/155,0.00017185480050269092,0.0015944306491082,0,0,10.636021505376345,92.20218798991708,NPM1;VCP;HNRNPU;RPLP2;NES
1375,ProteomicsDB_2020,Colon Colo-205 BTO:0000179 P002527-2,6/250,0.0001895054272689101,0.0017285970091575,0,0,7.936979306638,68.0285869342391,HSPA8;ANP32A;CANX;CALR;PTMA;HSP90B1
1376,ProteomicsDB_2020,Colon Colo-205 BTO:0000179 P002527-1,6/252,0.00019784682251139756,0.0017285970091575,0,0,7.871651339464214,67.12957998602786,HSPA8;ANP32A;CANX;CALR;PTMA;HSP90B1
1377,ProteomicsDB_2020,Lung A-549 BTO:0000018 P001906,7/360,0.00019867219187702157,0.0017285970091575,0,0,6.471199244570349,55.15955995021471,HSPA8;POSTN;ASPH;COL7A1;CANX;HSP90B1;PTMS
1378,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 24h P003687-1,5/160,0.00019925444566636308,0.0017285970091575,0,0,10.290322580645162,87.68309707111584,SET;NCL;HNRNPU;PTMA;CCT5
1379,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 24h P003687-2,5/160,0.00019925444566636308,0.0017285970091575,0,0,10.290322580645162,87.68309707111584,SET;NCL;HNRNPU;PTMA;CCT5
1380,ProteomicsDB_2020,Lung NCI-H460 BTO:0002207 P003814,7/373,0.00024662812740149553,0.0021121485782589,0,0,6.237204007285975,51.81637634661687,ATP5F1B;ASPH;ANP32A;GOLM1;COL5A2;CANX;SSBP1
1381,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 3hrs 50cm 400to1200 Rep3,5/168,0.0002498809431156927,0.0021129173417883,0,0,9.781318028893727,81.13139651978311,NPM1;VCP;RPLP2;NES;PTMS
1382,ProteomicsDB_2020,Brain GaMG BTO:0004860 GAMG R2,8/505,0.00027585046968002324,0.0023033514218281,0,0,5.302595232411417,43.4582231832938,CRTAP;VCP;COL5A1;P3H1;LAMB1;TGFBI;PTGFRN;B2M
1383,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 4hrs 15cm,5/174,0.0002938587493154662,0.002423427710404,0,0,9.431189158236304,76.69830975991975,NPM1;HNRNPK;SRSF2;RPLP2;NES
1384,ProteomicsDB_2020,Hematopoietic JURKAT BTO:0000661 Low coverage proteome bortezomib R3,5/176,0.0003097496063555668,0.002492924542717,0,0,9.319939634031314,75.30274785165695,HNRNPK;ANP32A;SRSF2;HNRNPU;CCT5
1385,ProteomicsDB_2020,Hematopoietic JURKAT BTO:0000661 Low coverage proteome untreated R3,5/176,0.0003097496063555668,0.002492924542717,0,0,9.319939634031314,75.30274785165695,HNRNPK;ANP32A;SRSF2;HNRNPU;CCT5
1386,ProteomicsDB_2020,Bone U2-OS BTO:0001938 U2OS R1,6/284,0.0003754495494725953,0.0029857178458058,0,0,6.954239886779101,54.85077746266649,COL1A1;VCP;EEF1D;P3H1;HNRNPU;CCT5
1387,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 ProteaseMax Rep1,5/187,0.0004091194591980138,0.0032151976322855,0,0,8.75177242112726,68.27698202192032,NPM1;SRSF2;RPLP2;NES;PTMS
1388,ProteomicsDB_2020,Melanoma A-375 BTO:0002806 DEWinfluence TracePeakMethod,5/188,0.0004192187370298847,0.0032368309121631,0,0,8.703507844174158,67.68820515805143,VCP;HNRNPK;RPLP2;HNRNPC;NES
1389,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 0h P003683-1,4/105,0.0004264088626801793,0.0032368309121631,0,0,12.467075278956466,96.74589923580432,NPM1;SET;CLEC11A;PTMA
1390,ProteomicsDB_2020,Hematopoietic K-562 BTO:0000664 0h P003683-2,4/105,0.0004264088626801793,0.0032368309121631,0,0,12.467075278956466,96.74589923580432,NPM1;SET;CLEC11A;PTMA
1391,ProteomicsDB_2020,Ovary IGROV-1 BTO:0002575 IGROV1 NCI60,5/202,0.0005813160116816645,0.0043146566200372,0,0,8.079253315867037,60.19218263723092,SRSF2;LAMB1;LAMC1;AGRN;PTMA
1392,ProteomicsDB_2020,Prostate PC-3 BTO:0001061 PC3 NCI60,5/202,0.0005813160116816645,0.0043146566200372,0,0,8.079253315867037,60.19218263723092,HNRNPK;SET;NCL;PTMA;NES
1393,ProteomicsDB_2020,Brain SNB-19 BTO:0003761 P001899,7/434,0.0006115136874523877,0.0044889136617384,0,0,5.329508196721312,39.436086126535656,CRTAP;HNRNPK;COL14A1;CANX;P3H1;CALR;PTGFRN
1394,ProteomicsDB_2020,Hematopoietic JURKAT BTO:0000661 Jurkat R2,6/329,0.0008129726873821773,0.0059028886431662,0,0,5.971679439679237,42.487382771041,HNRNPK;ATP5F1B;ANP32A;CLEC11A;HNRNPU;HNRNPC
1395,ProteomicsDB_2020,Glioma SF-268 BTO:0003772 P003376,5/222,0.0008893724527157856,0.0063807293906599,0,0,7.327188940092165,51.473461662081846,VCP;COL5A1;COL7A1;RANGAP1;IPO7
1396,ProteomicsDB_2020,Colon Colo-205 BTO:0000179 P002529-1,5/223,0.000907439060048941,0.0063807293906599,0,0,7.293208049718852,51.08807743760941,HSPA8;ANP32A;CLEC11A;CANX;PTMA
1397,ProteomicsDB_2020,Colon Colo-205 BTO:0000179 P002529-2,5/223,0.000907439060048941,0.0063807293906599,0,0,7.293208049718852,51.08807743760941,HSPA8;ANP32A;CLEC11A;CANX;PTMA
1398,ProteomicsDB_2020,Embryonic stem hES H1 PDB:200035 4plex protein A-1,12/1271,0.0009514026959586928,0.0066201770927125,0,0,3.2361614557007727,22.515830021841,COL1A1;CRTAP;COL1A2;COL5A1;ASPH;TSPAN6;WNT5A;P3H1;LAMC1;GAS6;RANGAP1;FSTL1
1399,ProteomicsDB_2020,Embryonic stem hES H9 PDB:200038 4plex protein A-2,12/1275,0.0009777829323377475,0.0066648877428736,0,0,3.2252213344849925,22.35150263093167,COL1A1;CRTAP;COL1A2;COL5A1;ASPH;TSPAN6;WNT5A;P3H1;LAMC1;GAS6;RANGAP1;FSTL1
1400,ProteomicsDB_2020,Human fetal fibroblast NFF PDB:200043 4plex protein A-4,12/1275,0.0009777829323377475,0.0066648877428736,0,0,3.2252213344849925,22.35150263093167,COL1A1;CRTAP;COL1A2;COL5A1;ASPH;TSPAN6;WNT5A;P3H1;LAMC1;GAS6;RANGAP1;FSTL1
1401,ProteomicsDB_2020,Cervix HeLa BTO:0000567 LysC R1,11/1102,0.0010137702951481,0.0068403894662519,0,0,3.3923988477150715,23.387465427891705,HSPA8;VCP;COL5A1;ASPH;COL7A1;NCL;P3H1;LAMB1;IPO7;DBN1;HSP90B1
1402,ProteomicsDB_2020,Embryonic stem hES H1 PDB:200035 4plex protein B-1,13/1476,0.0010832835896596,0.0070693873620856,0,0,3.0392901445533025,20.751539086831563,IGSF8;CRTAP;WNT5A;LAMC1;FSTL1;COL1A1;COL1A2;COL5A1;PLSCR3;ASPH;TSPAN6;COL5A2;DBN1
1403,ProteomicsDB_2020,Human iPS iPS DF19.7 PDB:200040 4plex protein B-3,13/1476,0.0010832835896596,0.0070693873620856,0,0,3.0392901445533025,20.751539086831563,IGSF8;CRTAP;WNT5A;LAMC1;FSTL1;COL1A1;COL1A2;COL5A1;PLSCR3;ASPH;TSPAN6;COL5A2;DBN1
1404,ProteomicsDB_2020,Embryonic stem hES H9 PDB:200038 4plex protein B-2,13/1477,0.0010900402669084,0.0070693873620856,0,0,3.03704968629832,20.71735786474844,IGSF8;CRTAP;WNT5A;LAMC1;FSTL1;COL1A1;COL1A2;COL5A1;PLSCR3;ASPH;TSPAN6;COL5A2;DBN1
1405,ProteomicsDB_2020,Human fetal fibroblast NFF PDB:200043 4plex protein B-4,13/1477,0.0010900402669084,0.0070693873620856,0,0,3.03704968629832,20.71735786474844,IGSF8;CRTAP;WNT5A;LAMC1;FSTL1;COL1A1;COL1A2;COL5A1;PLSCR3;ASPH;TSPAN6;COL5A2;DBN1
1406,ProteomicsDB_2020,Human iPS iPS DF19.7 PDB:200040 4plex protein A-3,12/1306,0.0012038022938555,0.0077321147336106,0,0,3.1427286778136856,21.1262711909134,COL1A1;CRTAP;COL1A2;COL5A1;ASPH;TSPAN6;WNT5A;P3H1;LAMC1;GAS6;RANGAP1;FSTL1
1407,ProteomicsDB_2020,Melanoma SK-MEL-2 BTO:0003476 P001749,6/358,0.0012561325004995,0.0079913953365114,0,0,5.471590909090909,36.54868276557082,ASPH;GOLM1;LAMB1;LAMC1;HSP90B1;PTMS
1408,ProteomicsDB_2020,Colon Colo-205 BTO:0000179 P002528-1,5/242,0.0013054233767426,0.0081497459407858,0,0,6.702055260650606,44.50987614443903,HSPA8;CLEC11A;CANX;CALR;HSP90B1
1409,ProteomicsDB_2020,Colon Colo-205 BTO:0000179 P002528-2,5/242,0.0013054233767426,0.0081497459407858,0,0,6.702055260650606,44.50987614443903,HSPA8;CLEC11A;CANX;CALR;HSP90B1
