"miRNA","Target / Target pathway","Support","Source","Experiment(s)","Reference - PMID"
"hsa-miR-122-5p","SNPH","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","UBE2Z","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ZZEF1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NRAP","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FILIP1L","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ACSS2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ALKBH1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","AP2A1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ARID5B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ARNT","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BCKDK","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BRPF1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","C5orf30","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CPEB2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CRAMP1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CS","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","DDX31","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","DLG2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","DNMBP","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","DROSHA","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ELF1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GBA2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HOXB3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HOXB4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HOXC4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KCNA6","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LCOR","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MAL2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MBD5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MIR10A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NFIX","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NT5C3A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NTNG2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PABPC4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PIEZO2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PLAG1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PLCG1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PUM1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SATB1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SOX11","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SPRY2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TPST2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TRMT61B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","USP34","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ZIC3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ZNF827","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RALGPS1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HDAC9","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ABL2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ALDOA","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","AMOT","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","AP2A2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ARHGAP19","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BACH2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BEST1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CACNA1C","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CHRNG","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CP","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CPEB1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CSMD3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CTCF","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CYFIP2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","EP300","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ERC2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","EVC","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","EXOC1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FBN1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GJB2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GJD2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","COLGALT2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GRIN2B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HSF5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KANK4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KCNA10","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KCNA5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KDELC2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KHDRBS1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KIF17","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LARGE1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MAPRE1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MAU2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MRTO4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NEGR1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NTRK2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TENM4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PAK3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PDE2A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PELI1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PI4KB","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PIKFYVE","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PTBP3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PTPRK","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","R3HDM2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RUNX1T1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SEC23B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SGMS1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SLIT1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SLITRK1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SNTB2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SPRED2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TANC2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TBC1D22B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TNRC6A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TNS1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TTN","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TUBG2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","VPS37A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ZC3H11A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ACTR1B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","AGPAT1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LRRTM1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MEF2D","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MEIS2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MMP24","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MOB1B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NF1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NRIP1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NRXN2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NUP62","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TENM2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PAN3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PHLDB1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PLCH1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","POLR3D","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","POU6F2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PRDM5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PRICKLE3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RALGAPA1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RHOT1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RIMS1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RNF180","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RSPRY1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SMAD2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SMAD5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SMURF2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SNRNP70","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SORL1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SOX2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SPON1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SPTLC3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TARSL2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TCF4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TECTB","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","UBR3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","UBR4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","UNC79","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","USH2A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","USP49","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","VDR","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","XKRX","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ZNF131","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ZNF142","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ZNF462","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ANKRD34A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","APC","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ATP7A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BAZ2A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BHLHE41","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BOC","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BYSL","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","C20orf194","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BMT2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CDC6","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CDH18","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CDK14","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CDON","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","DNAJC13","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","EIF4A2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FAM160A1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MINDY3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","G6PC","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GPT2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GSG1L","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GUCY2C","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HEATR5B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HIVEP2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HLX","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HS3ST4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","IKZF2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","IL4I1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KAT6A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KCNAB2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KIF5B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LNX1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LRRC14","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LRRC42","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ABCA4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SOX6","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MAST2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MBLAC2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MIR148A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MIR223","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KMT2C","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MYH10","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NFATC3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NFE2L1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NFS1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NR2F2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","OGT","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","OSR1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PATZ1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PIP4K2A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PLAGL2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PLXNA2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","POU4F1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KLHL29","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PPP1CB","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PRDM13","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ABCC5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PRKCQ","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ACLY","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PSMD10","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ANGPTL2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PTPN23","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","QRICH2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ANKRD13C","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RAB11FIP4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ARID2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RAD21","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ASH1L","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RALGAPA2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ATMIN","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RALGDS","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","AUTS2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RAP1GAP2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BCL9","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RFXANK","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BIRC6","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SESN2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NOL4L","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SLC25A46","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SLC35B4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","C22orf39","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SOX5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SPDYA","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FANCD2OS","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TCF12","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CAPN5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","THAP4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CCDC6","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TIPRL","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TMED9","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CCAR2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TRPS1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","BRINP1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","UBN2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","DICER1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","USP1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","WDR47","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","DMXL1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","XPNPEP3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","DSCAM","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","EFR3B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","AGO1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ELL2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ENTPD5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ETV1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FBXO11","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FGD2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FKBP14","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FUT8","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GRHL1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HIRA","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","JPH3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KALRN","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SUSD6","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LDB2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MAP3K1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MAP7D1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MAPK8IP3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ABCA1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MYBL1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MYO15A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NALCN","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NET1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NPAS4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NQO1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","OAZ3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","OR4D8P","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","OTC","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PHKA1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PHKB","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PLAGL1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PLEKHA6","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PPIC","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PPT2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PRKAG2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RASL11B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SARS2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SENP1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SEPT3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SORT1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SPAG6","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TMCC3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","TRAPPC3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","WARS2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","WDR55","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","YTHDF2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ZDHHC7","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ABCB5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","AKAP10","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ANKRD12","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","APC2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","C11orf42","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CA10","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CCNB2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","COL6A3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","DNAH5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","DOCK3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","DPEP1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","EDN2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","EPO","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MVB12B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FOXJ3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FOXK2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FZD3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GDA","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GLDC","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HAPLN1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HDAC2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HMGXB4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HOXC13","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","HSP90AB1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","IARS","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","IWS1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KCNE2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LARP4B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LRP6","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LRR1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MAF1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MASP1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MIR491","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MYB","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","CCAR1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FBN2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FLNC","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","FOXO3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GALNT1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GEMIN5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GJA3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GLI2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GPHN","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GRAMD1B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GRHL2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","GYS1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","IDH3B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","IGF1R","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","IGSF5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","IHH","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","IVNS1ABP","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KAT6B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KCNQ2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KDM2A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KIAA1958","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KIRREL3-AS2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","KLF6","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LDLR","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LEMD3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LGI1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LHX1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LHX9","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","LRRC36","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MADD","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MAP3K2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","METTL1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MIR541","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MMP27","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MOSPD1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","MYCBP2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NCOA5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","NIPSNAP1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","OTOF","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PCBP3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PDE8B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PHF21A","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PHKG2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PPP2R5E","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PRDM4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PRICKLE2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","PRKCG","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","QRICH1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RAB11FIP5","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RAC1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RAD23B","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RBM25","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RCOR3","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RERG","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RGMA","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RNF111","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","RSRC2","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SH2B1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SHROOM4","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SIM1","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SMAD9","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SMG9","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SOX7","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SPAG9","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","SRF","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","ST8SIA6","V","miRcode","N/A","N/A"
"hsa-miR-122-5p","STX1B","V","miRcode","N/A","N/A"
