I.No	gene_symbol	gene_ensembl_id	mirna_name	mirna_db_id	interaction_score
692	SLC41A2	ENSG00000136052	hsa-miR-16-5p	MIMAT0000069	0.895689952638235
693	GNAT1	ENSG00000114349	hsa-miR-16-5p	MIMAT0000069	0.895688265746127
694	SNX21	ENSG00000124104	hsa-miR-486-5p	MIMAT0002177	0.894907011155229
695	THRB	ENSG00000151090	hsa-miR-486-5p	MIMAT0002177	0.894823543783959
696	LUZP1	ENSG00000169641	hsa-miR-16-5p	MIMAT0000069	0.894736673331363
697	BX664615.2	ENSG00000283886	hsa-miR-486-5p	MIMAT0002177	0.894624338820697
698	EMP1	ENSG00000134531	hsa-miR-486-5p	MIMAT0002177	0.894482475174817
699	HECTD1	ENSG00000092148	hsa-miR-16-5p	MIMAT0000069	0.894431140983017
700	PGLYRP2	ENSG00000161031	hsa-miR-122-5p	MIMAT0000421	0.894007988500065
701	ZNF714	ENSG00000160352	hsa-miR-486-5p	MIMAT0002177	0.893903412481438
702	ELP4	ENSG00000109911	hsa-miR-122-5p	MIMAT0000421	0.893539056503795
703	IKBKB	ENSG00000104365	hsa-miR-16-5p	MIMAT0000069	0.893240590398459
704	UTP25	ENSG00000117597	hsa-miR-16-5p	MIMAT0000069	0.893216979612986
705	PARD6B	ENSG00000124171	hsa-miR-16-5p	MIMAT0000069	0.893024389189357
706	CD180	ENSG00000134061	hsa-miR-16-5p	MIMAT0000069	0.892956798337394
707	SLC9A6	ENSG00000198689	hsa-miR-16-5p	MIMAT0000069	0.892763408194964
708	RAPGEFL1	ENSG00000108352	hsa-miR-16-5p	MIMAT0000069	0.892743017598383
709	GPIHBP1	ENSG00000277494	hsa-miR-122-5p	MIMAT0000421	0.892691120143195
710	GNRHR	ENSG00000109163	hsa-miR-486-5p	MIMAT0002177	0.892569210506386
711	ERV3-1	ENSG00000213462	hsa-miR-122-5p	MIMAT0000421	0.892423881392682
712	EIF4E	ENSG00000151247	hsa-miR-486-5p	MIMAT0002177	0.892375031108919
713	AC018362.3	ENSG00000285942	hsa-miR-486-5p	MIMAT0002177	0.891604894890329
714	PEG10	ENSG00000242265	hsa-miR-122-5p	MIMAT0000421	0.891587734368732
715	LTBP2	ENSG00000119681	hsa-miR-486-5p	MIMAT0002177	0.891405243719759
716	CBFB	ENSG00000067955	hsa-miR-486-5p	MIMAT0002177	0.891220761223997
717	WSB1	ENSG00000109046	hsa-miR-16-5p	MIMAT0000069	0.891070290196351
718	SP5	ENSG00000204335	hsa-miR-486-5p	MIMAT0002177	0.891010461705983
719	NOTCH2	ENSG00000134250	hsa-miR-16-5p	MIMAT0000069	0.890846865022214
720	ANKRD17	ENSG00000132466	hsa-miR-16-5p	MIMAT0000069	0.890843577757724
721	BMPR1A	ENSG00000107779	hsa-miR-16-5p	MIMAT0000069	0.890819546750337
722	PLPP3	ENSG00000162407	hsa-miR-16-5p	MIMAT0000069	0.890815654177137
723	ZSCAN26	ENSG00000197062	hsa-miR-486-5p	MIMAT0002177	0.890616159526065
724	SSR1	ENSG00000124783	hsa-miR-16-5p	MIMAT0000069	0.890527474528492
725	SYT10	ENSG00000110975	hsa-miR-16-5p	MIMAT0000069	0.890425242850277
726	MPHOSPH9	ENSG00000051825	hsa-miR-122-5p	MIMAT0000421	0.890298314544727
727	DMTF1	ENSG00000135164	hsa-miR-16-5p	MIMAT0000069	0.890198154851576
728	SESN1	ENSG00000080546	hsa-miR-16-5p	MIMAT0000069	0.890160883016956
729	ANKIB1	ENSG00000001629	hsa-miR-122-5p	MIMAT0000421	0.890091687464565
730	ESPL1	ENSG00000135476	hsa-miR-16-5p	MIMAT0000069	0.889801834201896
731	VPS52	ENSG00000223501	hsa-miR-486-5p	MIMAT0002177	0.889764752549719
732	PAK3	ENSG00000077264	hsa-miR-122-5p	MIMAT0000421	0.889758390614543
733	CLCN4	ENSG00000073464	hsa-miR-16-5p	MIMAT0000069	0.888758786809832
734	EOGT	ENSG00000163378	hsa-miR-122-5p	MIMAT0000421	0.888394290528696
735	FCRL2	ENSG00000132704	hsa-miR-16-5p	MIMAT0000069	0.88821062130036
736	ABL2	ENSG00000143322	hsa-miR-16-5p	MIMAT0000069	0.888064421826966
737	CDC25A	ENSG00000164045	hsa-miR-16-5p	MIMAT0000069	0.888029978779079
738	KCNN4	ENSG00000104783	hsa-miR-16-5p	MIMAT0000069	0.887992645309439
739	XKR4	ENSG00000206579	hsa-miR-16-5p	MIMAT0000069	0.887833222929824
740	NOD2	ENSG00000167207	hsa-miR-122-5p	MIMAT0000421	0.886716494483888
741	TMEM184B	ENSG00000198792	hsa-miR-16-5p	MIMAT0000069	0.886615207292647
742	OXA1L	ENSG00000155463	hsa-miR-16-5p	MIMAT0000069	0.886387423702006
743	RNF217	ENSG00000146373	hsa-miR-16-5p	MIMAT0000069	0.886360891763126
744	USP44	ENSG00000136014	hsa-miR-16-5p	MIMAT0000069	0.886164879354613
745	AKT3	ENSG00000117020	hsa-miR-122-5p	MIMAT0000421	0.886030291225859
746	FAM221A	ENSG00000188732	hsa-miR-16-5p	MIMAT0000069	0.885956106913587
747	CYB5R4	ENSG00000065615	hsa-miR-486-5p	MIMAT0002177	0.885912822712487
748	ZNF317	ENSG00000130803	hsa-miR-16-5p	MIMAT0000069	0.885678782360526
749	MKRN2	ENSG00000075975	hsa-miR-122-5p	MIMAT0000421	0.885639200082331
750	SLC25A22	ENSG00000177542	hsa-miR-16-5p	MIMAT0000069	0.885263878614293
751	GNAI3	ENSG00000065135	hsa-miR-16-5p	MIMAT0000069	0.885249431078009
752	EOLA1	ENSG00000197620	hsa-miR-16-5p	MIMAT0000069	0.88482032615972
753	NXPH1	ENSG00000122584	hsa-miR-16-5p	MIMAT0000069	0.884712539846283
754	LILRB4	ENSG00000186818	hsa-miR-486-5p	MIMAT0002177	0.884684478511101
755	ZNF257	ENSG00000197134	hsa-miR-486-5p	MIMAT0002177	0.884663288881992
756	AC005520.1	ENSG00000258653	hsa-miR-486-5p	MIMAT0002177	0.884596376792063
757	TPM3	ENSG00000143549	hsa-miR-486-5p	MIMAT0002177	0.884530293464629
758	CCNYL1	ENSG00000163249	hsa-miR-122-5p	MIMAT0000421	0.884460897778499
759	DEDD	ENSG00000158796	hsa-miR-16-5p	MIMAT0000069	0.884085425665451
760	RNF213	ENSG00000173821	hsa-miR-16-5p	MIMAT0000069	0.88408441752743
761	SEPTIN7	ENSG00000122545	hsa-miR-486-5p	MIMAT0002177	0.884074047688963
762	ISM2	ENSG00000100593	hsa-miR-16-5p	MIMAT0000069	0.883817225464674
763	IGF1R	ENSG00000140443	hsa-miR-16-5p	MIMAT0000069	0.883790874912495
764	SYDE2	ENSG00000097096	hsa-miR-16-5p	MIMAT0000069	0.883790844865207
765	CDC6	ENSG00000094804	hsa-miR-16-5p	MIMAT0000069	0.883700735139792
766	PPP2R1B	ENSG00000137713	hsa-miR-16-5p	MIMAT0000069	0.883685865804629
767	USP3	ENSG00000140455	hsa-miR-16-5p	MIMAT0000069	0.883563758037386
768	LRRC7	ENSG00000033122	hsa-miR-486-5p	MIMAT0002177	0.883465445162903
769	SPOCK2	ENSG00000107742	hsa-miR-122-5p	MIMAT0000421	0.8828822643576
770	AGO4	ENSG00000134698	hsa-miR-16-5p	MIMAT0000069	0.882852093646923
771	ZNF585A	ENSG00000196967	hsa-miR-16-5p	MIMAT0000069	0.882708586813883
772	GRAMD2B	ENSG00000155324	hsa-miR-122-5p	MIMAT0000421	0.882619419338975
773	FOXK2	ENSG00000141568	hsa-miR-122-5p	MIMAT0000421	0.882242729964574
774	CLOCK	ENSG00000134852	hsa-miR-16-5p	MIMAT0000069	0.882155557495178
775	ARHGAP31	ENSG00000031081	hsa-miR-122-5p	MIMAT0000421	0.881957333398245
776	CCDC80	ENSG00000091986	hsa-miR-16-5p	MIMAT0000069	0.881688722625942
777	FAM214A	ENSG00000047346	hsa-miR-16-5p	MIMAT0000069	0.881404942236517
778	CEMIP	ENSG00000103888	hsa-miR-486-5p	MIMAT0002177	0.881263167159709
779	ZACN	ENSG00000186919	hsa-miR-16-5p	MIMAT0000069	0.881117052637468
780	MRPL50	ENSG00000136897	hsa-miR-486-5p	MIMAT0002177	0.880754477719182
781	ACSL3	ENSG00000123983	hsa-miR-16-5p	MIMAT0000069	0.8807374221968
782	HNRNPA0	ENSG00000177733	hsa-miR-16-5p	MIMAT0000069	0.880578659776465
783	KCNQ5	ENSG00000185760	hsa-miR-16-5p	MIMAT0000069	0.880186838654445
784	FAM122A	ENSG00000187866	hsa-miR-16-5p	MIMAT0000069	0.880143404893024
785	ZNF124	ENSG00000196418	hsa-miR-122-5p	MIMAT0000421	0.880136367911654
786	SPDYE3	ENSG00000214300	hsa-miR-16-5p	MIMAT0000069	0.880118897020194
787	MTA3	ENSG00000057935	hsa-miR-486-5p	MIMAT0002177	0.880033276007385
788	DNAJC10	ENSG00000077232	hsa-miR-16-5p	MIMAT0000069	0.879561414407915
789	PSKH1	ENSG00000159792	hsa-miR-16-5p	MIMAT0000069	0.879181129789867
790	EIF2S3B	ENSG00000180574	hsa-miR-16-5p	MIMAT0000069	0.879141423376484
791	NOCT	ENSG00000151014	hsa-miR-122-5p	MIMAT0000421	0.879065567692856
792	NEGR1	ENSG00000172260	hsa-miR-486-5p	MIMAT0002177	0.878831396379217
793	ZNF615	ENSG00000197619	hsa-miR-486-5p	MIMAT0002177	0.878523947112195
794	ATG14	ENSG00000126775	hsa-miR-16-5p	MIMAT0000069	0.878507993434081
795	CCDC83	ENSG00000150676	hsa-miR-16-5p	MIMAT0000069	0.878414704422309
796	GAB3	ENSG00000160219	hsa-miR-486-5p	MIMAT0002177	0.878412670280224
797	SEMA3D	ENSG00000153993	hsa-miR-16-5p	MIMAT0000069	0.878352643874839
798	MT1X	ENSG00000187193	hsa-miR-16-5p	MIMAT0000069	0.878332088247409
799	AP5S1	ENSG00000125843	hsa-miR-16-5p	MIMAT0000069	0.878156393209239
800	ATF6	ENSG00000118217	hsa-miR-16-5p	MIMAT0000069	0.878086071633834
801	NHSL2	ENSG00000204131	hsa-miR-486-5p	MIMAT0002177	0.878069826971513
802	DEXI	ENSG00000182108	hsa-miR-16-5p	MIMAT0000069	0.877988197543785
803	KCNN3	ENSG00000143603	hsa-miR-486-5p	MIMAT0002177	0.877826769570945
804	LHFPL4	ENSG00000156959	hsa-miR-16-5p	MIMAT0000069	0.877677161303874
805	NPM1	ENSG00000181163	hsa-miR-16-5p	MIMAT0000069	0.877589829774479
806	AP1AR	ENSG00000138660	hsa-miR-122-5p	MIMAT0000421	0.877557418623731
807	C2orf42	ENSG00000115998	hsa-miR-16-5p	MIMAT0000069	0.877492284978186
808	EFNA1	ENSG00000169242	hsa-miR-122-5p	MIMAT0000421	0.877393353178028
809	PPP2R5C	ENSG00000078304	hsa-miR-16-5p	MIMAT0000069	0.877373371543419
810	TMEM253	ENSG00000232070	hsa-miR-122-5p	MIMAT0000421	0.877290759073943
811	TMEM216	ENSG00000187049	hsa-miR-122-5p	MIMAT0000421	0.877039006567213
812	PAG1	ENSG00000076641	hsa-miR-16-5p	MIMAT0000069	0.876599835963865
813	AP3B2	ENSG00000103723	hsa-miR-486-5p	MIMAT0002177	0.876590255048031
814	SFXN1	ENSG00000164466	hsa-miR-16-5p	MIMAT0000069	0.876462931867794
815	SOS2	ENSG00000100485	hsa-miR-16-5p	MIMAT0000069	0.87625466299325
816	EPN1	ENSG00000063245	hsa-miR-486-5p	MIMAT0002177	0.876148843066323
817	ATP13A3	ENSG00000133657	hsa-miR-16-5p	MIMAT0000069	0.876123686793074
818	THUMPD1	ENSG00000066654	hsa-miR-16-5p	MIMAT0000069	0.87570378501586
819	FRY	ENSG00000073910	hsa-miR-16-5p	MIMAT0000069	0.875599668731474
820	KIF1C	ENSG00000129250	hsa-miR-16-5p	MIMAT0000069	0.87552639443565
821	BCAS2	ENSG00000116752	hsa-miR-486-5p	MIMAT0002177	0.875426447744503
822	AIRE	ENSG00000160224	hsa-miR-16-5p	MIMAT0000069	0.87535745154404
823	MIXL1	ENSG00000185155	hsa-miR-122-5p	MIMAT0000421	0.875349865504834
824	SOX6	ENSG00000110693	hsa-miR-16-5p	MIMAT0000069	0.875126169677224
825	TBC1D7	ENSG00000145979	hsa-miR-16-5p	MIMAT0000069	0.875125025732494
826	CAAP1	ENSG00000120159	hsa-miR-16-5p	MIMAT0000069	0.875094704402507
827	ENTPD7	ENSG00000198018	hsa-miR-16-5p	MIMAT0000069	0.875032534100533
828	THRB	ENSG00000151090	hsa-miR-16-5p	MIMAT0000069	0.874961853621563
829	BHLHE41	ENSG00000123095	hsa-miR-122-5p	MIMAT0000421	0.874946674048437
830	MTERF3	ENSG00000156469	hsa-miR-486-5p	MIMAT0002177	0.874915459088078
831	GTDC1	ENSG00000121964	hsa-miR-16-5p	MIMAT0000069	0.874582411358017
832	PID1	ENSG00000153823	hsa-miR-16-5p	MIMAT0000069	0.874275191291637
833	SMIM13	ENSG00000224531	hsa-miR-16-5p	MIMAT0000069	0.873784037501155
834	SLC4A3	ENSG00000114923	hsa-miR-122-5p	MIMAT0000421	0.87358538181807
835	C3AR1	ENSG00000171860	hsa-miR-122-5p	MIMAT0000421	0.873579279269365
836	GRIN2A	ENSG00000183454	hsa-miR-486-5p	MIMAT0002177	0.873522476026441
837	RIMKLA	ENSG00000177181	hsa-miR-122-5p	MIMAT0000421	0.873307550017897
838	RAD9A	ENSG00000172613	hsa-miR-16-5p	MIMAT0000069	0.873150017177319
839	BRAF	ENSG00000157764	hsa-miR-16-5p	MIMAT0000069	0.873084229870626
840	UBE4A	ENSG00000110344	hsa-miR-16-5p	MIMAT0000069	0.87291903050421
841	NLGN1	ENSG00000169760	hsa-miR-16-5p	MIMAT0000069	0.872861390607266
842	CD80	ENSG00000121594	hsa-miR-16-5p	MIMAT0000069	0.872858526575365
843	ATP7A	ENSG00000165240	hsa-miR-16-5p	MIMAT0000069	0.872637285081126
844	NRN1	ENSG00000124785	hsa-miR-16-5p	MIMAT0000069	0.872455422194574
845	SKIL	ENSG00000136603	hsa-miR-16-5p	MIMAT0000069	0.872371743531244
846	ELMOD2	ENSG00000179387	hsa-miR-486-5p	MIMAT0002177	0.87222857363132
847	CNOT9	ENSG00000144580	hsa-miR-16-5p	MIMAT0000069	0.87222478852991
848	DLL4	ENSG00000128917	hsa-miR-16-5p	MIMAT0000069	0.871940640803387
849	IP6K1	ENSG00000176095	hsa-miR-16-5p	MIMAT0000069	0.871877917608663
850	KIF16B	ENSG00000089177	hsa-miR-16-5p	MIMAT0000069	0.871415170803705
851	FOXO3	ENSG00000118689	hsa-miR-122-5p	MIMAT0000421	0.871062905133728
852	AGO2	ENSG00000123908	hsa-miR-16-5p	MIMAT0000069	0.871009294844525
853	VAMP4	ENSG00000117533	hsa-miR-122-5p	MIMAT0000421	0.870350368647032
854	MSL3	ENSG00000005302	hsa-miR-122-5p	MIMAT0000421	0.869909953584099
855	TMPRSS15	ENSG00000154646	hsa-miR-16-5p	MIMAT0000069	0.869748154397192
856	CDC14B	ENSG00000081377	hsa-miR-16-5p	MIMAT0000069	0.869675043744503
857	SALL4	ENSG00000101115	hsa-miR-16-5p	MIMAT0000069	0.869459850791352
858	ARL8B	ENSG00000134108	hsa-miR-16-5p	MIMAT0000069	0.869007145455894
859	LMTK2	ENSG00000164715	hsa-miR-486-5p	MIMAT0002177	0.868807605923782
860	RAB3B	ENSG00000169213	hsa-miR-16-5p	MIMAT0000069	0.868715385160032
861	RNF144B	ENSG00000137393	hsa-miR-16-5p	MIMAT0000069	0.868528588629206
862	NPC1L1	ENSG00000015520	hsa-miR-122-5p	MIMAT0000421	0.868423387591608
863	SLC24A3	ENSG00000185052	hsa-miR-16-5p	MIMAT0000069	0.868386102155724
864	NF1	ENSG00000196712	hsa-miR-16-5p	MIMAT0000069	0.86834449180418
865	AC104452.1	ENSG00000283189	hsa-miR-122-5p	MIMAT0000421	0.868262847657551
866	MYEF2	ENSG00000104177	hsa-miR-16-5p	MIMAT0000069	0.868177273095046
867	KCNQ3	ENSG00000184156	hsa-miR-486-5p	MIMAT0002177	0.868042814406877
868	INPP5K	ENSG00000132376	hsa-miR-486-5p	MIMAT0002177	0.867946515470598
869	GRHL2	ENSG00000083307	hsa-miR-486-5p	MIMAT0002177	0.867931444750949
870	CFAP92	ENSG00000114656	hsa-miR-486-5p	MIMAT0002177	0.867730992884794
871	MAPKAP1	ENSG00000119487	hsa-miR-486-5p	MIMAT0002177	0.867659256810942
872	CSF1	ENSG00000184371	hsa-miR-16-5p	MIMAT0000069	0.867557849576068
873	SLIT2	ENSG00000145147	hsa-miR-16-5p	MIMAT0000069	0.867354742198426
874	ZNRF3	ENSG00000183579	hsa-miR-16-5p	MIMAT0000069	0.867348486398903
875	ARL6IP6	ENSG00000177917	hsa-miR-486-5p	MIMAT0002177	0.866935854924576
876	SLC4A7	ENSG00000033867	hsa-miR-16-5p	MIMAT0000069	0.866873684168021
877	TRMT61B	ENSG00000171103	hsa-miR-122-5p	MIMAT0000421	0.8666933259552
878	AGBL1	ENSG00000273540	hsa-miR-16-5p	MIMAT0000069	0.866565303453219
879	LHX3	ENSG00000107187	hsa-miR-16-5p	MIMAT0000069	0.866501371751214
880	SEC22C	ENSG00000093183	hsa-miR-486-5p	MIMAT0002177	0.866038946588948
881	HMGA1	ENSG00000137309	hsa-miR-16-5p	MIMAT0000069	0.865967877818571
882	RNF123	ENSG00000164068	hsa-miR-16-5p	MIMAT0000069	0.865890630790582
883	GSTO2	ENSG00000065621	hsa-miR-122-5p	MIMAT0000421	0.865782264810783
884	CPEB4	ENSG00000113742	hsa-miR-16-5p	MIMAT0000069	0.865631239872802
885	LURAP1L	ENSG00000153714	hsa-miR-16-5p	MIMAT0000069	0.865281981871212
886	NAT8L	ENSG00000185818	hsa-miR-16-5p	MIMAT0000069	0.865266514405474
887	ELMOD1	ENSG00000110675	hsa-miR-16-5p	MIMAT0000069	0.865211361523068
888	KCNMB1	ENSG00000145936	hsa-miR-16-5p	MIMAT0000069	0.864788775749884
889	DNAI4	ENSG00000152763	hsa-miR-16-5p	MIMAT0000069	0.864504965355422
890	TBPL1	ENSG00000028839	hsa-miR-16-5p	MIMAT0000069	0.864426947554479
891	NUFIP2	ENSG00000108256	hsa-miR-16-5p	MIMAT0000069	0.864354570948589
892	FNTA	ENSG00000168522	hsa-miR-16-5p	MIMAT0000069	0.864345887987056
893	RASSF5	ENSG00000266094	hsa-miR-16-5p	MIMAT0000069	0.864295728324268
894	DCAF7	ENSG00000136485	hsa-miR-16-5p	MIMAT0000069	0.863825836576369
895	GRIN2B	ENSG00000273079	hsa-miR-16-5p	MIMAT0000069	0.863721962553044
896	LINGO4	ENSG00000213171	hsa-miR-486-5p	MIMAT0002177	0.86345996629869
897	RBM43	ENSG00000184898	hsa-miR-122-5p	MIMAT0000421	0.863409029421076
898	SLC7A1	ENSG00000139514	hsa-miR-122-5p	MIMAT0000421	0.863385212991466
899	HPSE2	ENSG00000172987	hsa-miR-16-5p	MIMAT0000069	0.863376131570337
900	LRRK1	ENSG00000154237	hsa-miR-16-5p	MIMAT0000069	0.863299161395707
901	FCHSD2	ENSG00000137478	hsa-miR-16-5p	MIMAT0000069	0.863199643468603
902	WDTC1	ENSG00000142784	hsa-miR-16-5p	MIMAT0000069	0.863143064434648
903	BZW1	ENSG00000082153	hsa-miR-486-5p	MIMAT0002177	0.862712875091703
904	KCTD7	ENSG00000243335	hsa-miR-122-5p	MIMAT0000421	0.862486660934423
905	VAMP1	ENSG00000139190	hsa-miR-16-5p	MIMAT0000069	0.862451597604004
906	PDZD8	ENSG00000165650	hsa-miR-16-5p	MIMAT0000069	0.862293759087431
907	UBASH3B	ENSG00000154127	hsa-miR-486-5p	MIMAT0002177	0.862251117425849
908	SH3BGRL2	ENSG00000198478	hsa-miR-16-5p	MIMAT0000069	0.862155948351507
909	BTBD11	ENSG00000151136	hsa-miR-486-5p	MIMAT0002177	0.861973469922314
910	FBXL20	ENSG00000108306	hsa-miR-16-5p	MIMAT0000069	0.861922730251406
911	TSC22D2	ENSG00000196428	hsa-miR-486-5p	MIMAT0002177	0.861658069812559
912	RBSN	ENSG00000131381	hsa-miR-16-5p	MIMAT0000069	0.861305891920837
913	OR10H1	ENSG00000186723	hsa-miR-16-5p	MIMAT0000069	0.86110932785427
914	ZYX	ENSG00000159840	hsa-miR-16-5p	MIMAT0000069	0.861062882712998
915	RBM24	ENSG00000112183	hsa-miR-16-5p	MIMAT0000069	0.86099753904976
916	NCKIPSD	ENSG00000213672	hsa-miR-16-5p	MIMAT0000069	0.860823162773074
917	MOV10	ENSG00000155363	hsa-miR-16-5p	MIMAT0000069	0.860601464435124
918	RPS6KA5	ENSG00000100784	hsa-miR-16-5p	MIMAT0000069	0.860559244750443
919	VPS37C	ENSG00000167987	hsa-miR-16-5p	MIMAT0000069	0.860249782379314
920	FKBP1B	ENSG00000119782	hsa-miR-16-5p	MIMAT0000069	0.860165905528649
921	SRF	ENSG00000112658	hsa-miR-122-5p	MIMAT0000421	0.859802671233048
922	CD247	ENSG00000198821	hsa-miR-486-5p	MIMAT0002177	0.859501504168632
923	HIF1AN	ENSG00000166135	hsa-miR-122-5p	MIMAT0000421	0.85947667239509
924	SMIM10L1	ENSG00000256537	hsa-miR-486-5p	MIMAT0002177	0.859209074141832
925	LYPLAL1	ENSG00000143353	hsa-miR-16-5p	MIMAT0000069	0.859192153023068
926	ARFGAP2	ENSG00000149182	hsa-miR-16-5p	MIMAT0000069	0.859026292196566
927	TAF15	ENSG00000270647	hsa-miR-16-5p	MIMAT0000069	0.858631178069915
928	ZBTB46	ENSG00000130584	hsa-miR-16-5p	MIMAT0000069	0.858610875973495
929	GSTCD	ENSG00000138780	hsa-miR-16-5p	MIMAT0000069	0.858240454543055
930	BFAR	ENSG00000103429	hsa-miR-16-5p	MIMAT0000069	0.858076747242138
931	HEATR5A	ENSG00000129493	hsa-miR-16-5p	MIMAT0000069	0.857896154246129
932	ANXA11	ENSG00000122359	hsa-miR-16-5p	MIMAT0000069	0.857842760940037
933	SLC39A10	ENSG00000196950	hsa-miR-16-5p	MIMAT0000069	0.857652534527527
934	RS1	ENSG00000102104	hsa-miR-16-5p	MIMAT0000069	0.857609081633697
935	RIMS1	ENSG00000079841	hsa-miR-122-5p	MIMAT0000421	0.857127292402433
936	YOD1	ENSG00000180667	hsa-miR-16-5p	MIMAT0000069	0.857051736362285
937	FAM155A	ENSG00000204442	hsa-miR-486-5p	MIMAT0002177	0.856693895260108
938	PFKFB2	ENSG00000123836	hsa-miR-122-5p	MIMAT0000421	0.856531739366863
939	GRK3	ENSG00000100077	hsa-miR-122-5p	MIMAT0000421	0.856384003829076
940	ZNF25	ENSG00000175395	hsa-miR-16-5p	MIMAT0000069	0.856359312952223
941	STK38L	ENSG00000211455	hsa-miR-486-5p	MIMAT0002177	0.856335379887608
942	NFE2L1	ENSG00000082641	hsa-miR-16-5p	MIMAT0000069	0.856224401984997
943	G2E3	ENSG00000092140	hsa-miR-16-5p	MIMAT0000069	0.856029222748246
944	APBB1IP	ENSG00000077420	hsa-miR-486-5p	MIMAT0002177	0.855899324075971
945	GUCY1A2	ENSG00000152402	hsa-miR-486-5p	MIMAT0002177	0.855492257301346
946	CCND1	ENSG00000110092	hsa-miR-16-5p	MIMAT0000069	0.855004899865699
947	ATG2B	ENSG00000066739	hsa-miR-486-5p	MIMAT0002177	0.854948884289013
948	CD47	ENSG00000196776	hsa-miR-16-5p	MIMAT0000069	0.854849030235207
949	CYP2S1	ENSG00000167600	hsa-miR-16-5p	MIMAT0000069	0.854815306140094
950	COL24A1	ENSG00000171502	hsa-miR-16-5p	MIMAT0000069	0.854634684405588
951	C4orf50	ENSG00000181215	hsa-miR-16-5p	MIMAT0000069	0.854602574650941
952	THAP6	ENSG00000174796	hsa-miR-16-5p	MIMAT0000069	0.854381628621139
953	RNF8	ENSG00000112130	hsa-miR-16-5p	MIMAT0000069	0.854283000497408
954	KHNYN	ENSG00000100441	hsa-miR-16-5p	MIMAT0000069	0.854281738305841
955	TUT1	ENSG00000149016	hsa-miR-16-5p	MIMAT0000069	0.854276636357262
956	DBF4	ENSG00000006634	hsa-miR-486-5p	MIMAT0002177	0.853887259912628
957	ERICH3	ENSG00000178965	hsa-miR-122-5p	MIMAT0000421	0.853814677477649
958	GNA12	ENSG00000146535	hsa-miR-16-5p	MIMAT0000069	0.853729215461112
959	PAM	ENSG00000145730	hsa-miR-16-5p	MIMAT0000069	0.853686625472247
960	TMEM255A	ENSG00000125355	hsa-miR-16-5p	MIMAT0000069	0.853479114985193
961	DENND2B	ENSG00000166444	hsa-miR-486-5p	MIMAT0002177	0.853353971259041
962	NUDT16	ENSG00000198585	hsa-miR-486-5p	MIMAT0002177	0.853309525753911
963	SPDYE6	ENSG00000260097	hsa-miR-16-5p	MIMAT0000069	0.853084275097868
964	DYNC1I1	ENSG00000158560	hsa-miR-16-5p	MIMAT0000069	0.853039406152818
965	ZNF697	ENSG00000143067	hsa-miR-16-5p	MIMAT0000069	0.852951004329338
966	RAVER1	ENSG00000161847	hsa-miR-122-5p	MIMAT0000421	0.852899571069783
967	SEC24A	ENSG00000113615	hsa-miR-16-5p	MIMAT0000069	0.852849493608761
968	PDK1	ENSG00000152256	hsa-miR-122-5p	MIMAT0000421	0.852764835591037
969	VCL	ENSG00000035403	hsa-miR-16-5p	MIMAT0000069	0.852762438923441
970	CNTN5	ENSG00000149972	hsa-miR-486-5p	MIMAT0002177	0.852735974920797
971	RELCH	ENSG00000134444	hsa-miR-486-5p	MIMAT0002177	0.852722427345686
972	NFKB1	ENSG00000109320	hsa-miR-16-5p	MIMAT0000069	0.852688026414829
973	NFE2L1	ENSG00000082641	hsa-miR-486-5p	MIMAT0002177	0.852104987372747
974	BTG2	ENSG00000159388	hsa-miR-16-5p	MIMAT0000069	0.852055437753107
975	FAM47E-STBD1	ENSG00000272414	hsa-miR-486-5p	MIMAT0002177	0.851940782367104
976	NBEA	ENSG00000172915	hsa-miR-16-5p	MIMAT0000069	0.851710340173697
977	MYLK2	ENSG00000101306	hsa-miR-486-5p	MIMAT0002177	0.851480120405616
978	ENKUR	ENSG00000151023	hsa-miR-122-5p	MIMAT0000421	0.851235584958317
979	U2SURP	ENSG00000163714	hsa-miR-16-5p	MIMAT0000069	0.851134083074821
980	IL10RA	ENSG00000110324	hsa-miR-16-5p	MIMAT0000069	0.851033238673968
981	DEFB112	ENSG00000180872	hsa-miR-16-5p	MIMAT0000069	0.850891103193018
982	TMX4	ENSG00000125827	hsa-miR-486-5p	MIMAT0002177	0.850680707481056
983	FNDC3B	ENSG00000075420	hsa-miR-16-5p	MIMAT0000069	0.850575524766351
984	HUNK	ENSG00000142149	hsa-miR-486-5p	MIMAT0002177	0.850561246650096
985	BDNF	ENSG00000176697	hsa-miR-16-5p	MIMAT0000069	0.850522477488853
986	CCDC38	ENSG00000165972	hsa-miR-16-5p	MIMAT0000069	0.850303464118376
987	TEX19	ENSG00000182459	hsa-miR-16-5p	MIMAT0000069	0.850291529715775
988	EXT1	ENSG00000182197	hsa-miR-16-5p	MIMAT0000069	0.850290767618021
989	IFT172	ENSG00000138002	hsa-miR-16-5p	MIMAT0000069	0.85028729565797
990	RICTOR	ENSG00000164327	hsa-miR-486-5p	MIMAT0002177	0.849815850136607
991	VTI1B	ENSG00000100568	hsa-miR-16-5p	MIMAT0000069	0.849731361188254
992	WAPL	ENSG00000062650	hsa-miR-16-5p	MIMAT0000069	0.849682661699982
993	OTOF	ENSG00000115155	hsa-miR-486-5p	MIMAT0002177	0.849204491727616
994	OPRD1	ENSG00000116329	hsa-miR-122-5p	MIMAT0000421	0.848895594297082
