"miRNA","Target / Target pathway","Support","Source","Experiment(s)","Reference - PMID"
"hsa-miR-1305","SLC30A4","Functional MTI (Weak)","MIRT641525","HITS-CLIP","23824327"
"hsa-miR-1305","SLC25A24","Functional MTI (Weak)","MIRT641918","HITS-CLIP","23824327"
"hsa-miR-1305","IER5","Functional MTI (Weak)","MIRT642061","HITS-CLIP","23824327"
"hsa-miR-1305","TNFRSF9","Functional MTI (Weak)","MIRT645223","HITS-CLIP","23824327"
"hsa-miR-1305","COA4","Functional MTI (Weak)","MIRT646641","HITS-CLIP","23824327"
"hsa-miR-1305","IGSF9B","Functional MTI (Weak)","MIRT647608","HITS-CLIP","23824327"
"hsa-miR-1305","PALD1","Functional MTI (Weak)","MIRT649568","HITS-CLIP","23824327"
"hsa-miR-1305","KLF2","Functional MTI (Weak)","MIRT650275","HITS-CLIP","23824327"
"hsa-miR-1305","ZNF225","Functional MTI (Weak)","MIRT651212","HITS-CLIP","23824327"
"hsa-miR-1305","USP13","Functional MTI (Weak)","MIRT651840","HITS-CLIP","23824327"
"hsa-miR-1305","TMEM33","Functional MTI (Weak)","MIRT652408","HITS-CLIP","23824327"
"hsa-miR-1305","SSR3","Functional MTI (Weak)","MIRT653078","HITS-CLIP","23824327"
"hsa-miR-1305","RRAGC","Functional MTI (Weak)","MIRT654109","HITS-CLIP","23824327"
"hsa-miR-1305","RRAGC","Functional MTI (Weak)","MIRT654109","HITS-CLIP","27418678"
"hsa-miR-1305","MRM3","Functional MTI (Weak)","MIRT654169","HITS-CLIP","23824327"
"hsa-miR-1305","NPTX1","Functional MTI (Weak)","MIRT655753","HITS-CLIP","23824327"
"hsa-miR-1305","KLHL28","Functional MTI (Weak)","MIRT656803","HITS-CLIP","23824327"
"hsa-miR-1305","FSD1L","Functional MTI (Weak)","MIRT658059","HITS-CLIP","23824327"
"hsa-miR-1305","FOXJ3","Functional MTI (Weak)","MIRT658111","HITS-CLIP","23824327"
"hsa-miR-1305","EFNA5","Functional MTI (Weak)","MIRT658799","HITS-CLIP","23824327"
"hsa-miR-1305","DGKH","Functional MTI (Weak)","MIRT659048","HITS-CLIP","23824327"
"hsa-miR-1305","DGKH","Functional MTI (Weak)","MIRT659048","PAR-CLIP","27292025"
"hsa-miR-1305","DARS","Functional MTI (Weak)","MIRT659179","HITS-CLIP","23824327"
"hsa-miR-1305","ARAP2","Functional MTI (Weak)","MIRT660562","HITS-CLIP","23824327"
"hsa-miR-1305","KCNT2","Functional MTI (Weak)","MIRT663124","HITS-CLIP","23824327"
"hsa-miR-1305","RNF128","Functional MTI (Weak)","MIRT663808","HITS-CLIP","23824327"
"hsa-miR-1305","PRRG4","Functional MTI (Weak)","MIRT664886","HITS-CLIP","23824327"
"hsa-miR-1305","RBFOX1","Functional MTI (Weak)","MIRT666717","HITS-CLIP","23824327"
"hsa-miR-1305","PDE7B","Functional MTI (Weak)","MIRT672226","HITS-CLIP","23824327"
"hsa-miR-1305","ZC3H12C","Functional MTI (Weak)","MIRT678651","HITS-CLIP","23824327"
"hsa-miR-1305","ZC3H12C","Functional MTI (Weak)","MIRT678651","HITS-CLIP","23313552"
"hsa-miR-1305","ZC3H12C","Functional MTI (Weak)","MIRT678651","HITS-CLIP","27418678"
"hsa-miR-1305","FAM96A","Functional MTI (Weak)","MIRT689597","HITS-CLIP","23313552"
"hsa-miR-1305","UBE2H","Functional MTI (Weak)","MIRT697857","HITS-CLIP","23313552"
"hsa-miR-1305","PRDM10","Functional MTI (Weak)","MIRT700624","HITS-CLIP","23313552"
"hsa-miR-1305","MYH9","Functional MTI (Weak)","MIRT701653","HITS-CLIP","23313552"
"hsa-miR-1305","KLF10","Functional MTI (Weak)","MIRT702367","HITS-CLIP","23313552"
"hsa-miR-1305","COL4A1","Functional MTI (Weak)","MIRT704505","HITS-CLIP","23313552"
"hsa-miR-1305","KLHL24","Functional MTI (Weak)","MIRT708825","HITS-CLIP","19536157"
"hsa-miR-1305","KPNA5","Functional MTI (Weak)","MIRT710094","HITS-CLIP","19536157"
"hsa-miR-1305","FCGR2A","Functional MTI (Weak)","MIRT711489","HITS-CLIP","19536157"
"hsa-miR-1305","CRIPT","Functional MTI (Weak)","MIRT711905","HITS-CLIP","19536157"
"hsa-miR-1305","SH3TC2","Functional MTI (Weak)","MIRT712800","HITS-CLIP","19536157"
"hsa-miR-1305","TRDN","Functional MTI (Weak)","MIRT713097","HITS-CLIP","19536157"
"hsa-miR-1305","NCKAP1","Functional MTI (Weak)","MIRT713757","HITS-CLIP","19536157"
"hsa-miR-1305","ZNF766","Functional MTI (Weak)","MIRT716387","HITS-CLIP","19536157"
"hsa-miR-1305","TLK1","Functional MTI (Weak)","MIRT721126","HITS-CLIP","19536157"
"hsa-miR-1305","FGF2","Functional MTI (Weak)","MIRT724418","HITS-CLIP","19536157"
"hsa-miR-1305","AP3B1","Functional MTI (Weak)","MIRT724591","HITS-CLIP","19536157"
"hsa-miR-1305","FAM208A","Functional MTI (Weak)","MIRT725527","HITS-CLIP","19536157"
"hsa-miR-1305","GPATCH3","Functional MTI (Weak)","MIRT737281","PAR-CLIP","26701625"
"hsa-miR-1305","ZNF740","Functional MTI (Weak)","MIRT737282","PAR-CLIP","26701625"
"hsa-miR-1305","MRPL50","Functional MTI (Weak)","MIRT762446","PAR-CLIP","27292025"
"hsa-miR-1305","PAICS","Functional MTI (Weak)","MIRT762447","PAR-CLIP","27292025"
"hsa-miR-1305","PLA2G12A","Functional MTI (Weak)","MIRT762448","PAR-CLIP","27292025"
"hsa-miR-1305","PPP1R2","Functional MTI (Weak)","MIRT762449","PAR-CLIP","27292025"
"hsa-miR-1305","RIMS4","Functional MTI (Weak)","MIRT762450","PAR-CLIP","27292025"
"hsa-miR-1305","ZMPSTE24","Functional MTI (Weak)","MIRT762451","PAR-CLIP","27292025"
"hsa-miR-1305","ARHGEF39","Functional MTI (Weak)","MIRT762440","PAR-CLIP","27292025"
"hsa-miR-1305","CDKL2","Functional MTI (Weak)","MIRT762441","PAR-CLIP","27292025"
"hsa-miR-1305","DSEL","Functional MTI (Weak)","MIRT762442","PAR-CLIP","27292025"
"hsa-miR-1305","LUZP1","Functional MTI (Weak)","MIRT762443","PAR-CLIP","27292025"
"hsa-miR-1305","MAGEA12","Functional MTI (Weak)","MIRT762444","PAR-CLIP","27292025"
"hsa-miR-1305","MAP2K6","Functional MTI (Weak)","MIRT762445","PAR-CLIP","27292025"
"hsa-miR-1305","CKAP4","Functional MTI (Weak)","MIRT783725","HITS-CLIP","27418678"
"hsa-miR-1305","EP300","Functional MTI (Weak)","MIRT783726","HITS-CLIP","27418678"
"hsa-miR-130a-3p","HOXA5","Functional MTI","MIRT000958","Luciferase reporter assay, qRT-PCR, Western blot, Northern blot, Reporter assay;Other","17957028"
"hsa-miR-130a-3p","HOXA5","Functional MTI (Weak)","MIRT000958","PAR-CLIP","21572407"
"hsa-miR-130a-3p","MAFB","Functional MTI","MIRT001141","Luciferase reporter assay, Reporter assay","16549775"
"hsa-miR-130a-3p","TAC1","Functional MTI","MIRT003005","Luciferase reporter assay, Reporter assay;Other","17855557"
"hsa-miR-130a-3p","ATXN1","Functional MTI","MIRT003782","Luciferase reporter assay, qRT-PCR, Western blot","18758459"
"hsa-miR-130a-3p","MEOX2","Functional MTI","MIRT004358","Luciferase reporter assay, qRT-PCR, Western blot, Northern blot, Reporter assay;Other","17957028"
"hsa-miR-130a-3p","CSF1","Functional MTI","MIRT004575","Luciferase reporter assay, Reporter assay","14697198"
"hsa-miR-130a-3p","CSF1","Functional MTI","MIRT004575","Luciferase reporter assay, Western blot","18823650"
"hsa-miR-130a-3p","HOXA10","Functional MTI","MIRT005441","Luciferase reporter assay, Microarray, qRT-PCR","20981674"
"hsa-miR-130a-3p","KLF4","Functional MTI","MIRT005674","Luciferase reporter assay, Microarray, qRT-PCR","20981674"
"hsa-miR-130a-3p","PPARG","Functional MTI","MIRT005957","GFP reporter assay, qRT-PCR, Western blot","21135128"
"hsa-miR-130a-3p","PPARG","Functional MTI (Weak)","MIRT005957","Microarray","22942087"
"hsa-miR-130a-3p","PPARG","Functional MTI","MIRT005957","Microarray, qRT-PCR, Western blot","26692941"
"hsa-miR-130a-3p","PPARG","Functional MTI","MIRT005957","ChIP-seq, ELISA, EMSA, Immunofluorescence, Luciferase reporter assay, Microarray, qRT-PCR, Western blot","26436920"
"hsa-miR-130a-3p","PPARG","Functional MTI","MIRT005957","Luciferase reporter assay, qRT-PCR, Western blot","26398698"
"hsa-miR-130a-3p","DICER1","Functional MTI","MIRT006258","Luciferase reporter assay","22350415"
"hsa-miR-130a-3p","DICER1","Functional MTI (Weak)","MIRT006258","PAR-CLIP","23592263"
"hsa-miR-130a-3p","DICER1","Functional MTI (Weak)","MIRT006258","PAR-CLIP","21572407"
"hsa-miR-130a-3p","DICER1","Functional MTI (Weak)","MIRT006258","HITS-CLIP","23824327"
"hsa-miR-130a-3p","DICER1","Functional MTI (Weak)","MIRT006258","HITS-CLIP","19536157"
"hsa-miR-130a-3p","ATG2B","Functional MTI","MIRT006259","Luciferase reporter assay","22350415"
"hsa-miR-130a-3p","ESR1","Functional MTI","MIRT006356","GFP reporter assay","21712254"
"hsa-miR-130a-3p","ESR1","Functional MTI (Weak)","MIRT006356","PAR-CLIP","24398324"
"hsa-miR-130a-3p","IFITM1","Functional MTI","MIRT006992","Luciferase reporter assay","22787204"
"hsa-miR-130a-3p","IFITM1","Functional MTI (Weak)","MIRT006992","PAR-CLIP","27292025"
"hsa-miR-130a-3p","BMPR2","Functional MTI (Weak)","MIRT007142","qRT-PCR","23418453"
"hsa-miR-130a-3p","RUNX3","Functional MTI","MIRT007055","Luciferase reporter assay, Western blot","22846564"
"hsa-miR-130a-3p","RUNX3","Functional MTI","MIRT007055","Luciferase reporter assay","23874686"
"hsa-miR-130a-3p","RUNX3","Functional MTI","MIRT007055","LacZ reporter assay, Microarray, qRT-PCR, Western blot, Luciferase reporter assay","26375442"
"hsa-miR-130a-3p","RUNX3","Functional MTI","MIRT007055","Luciferase reporter assay, qRT-PCR, Western blot","26134263"
"hsa-miR-130a-3p","BMPR2","Functional MTI (Weak)","MIRT007142","Microarray","22942087"
"hsa-miR-130a-3p","SMAD5","Functional MTI (Weak)","MIRT007143","qRT-PCR","23418453"
"hsa-miR-130a-3p","SMAD5","Functional MTI (Weak)","MIRT007143","Microarray","22942087"
"hsa-miR-130a-3p","SMAD4","Functional MTI (Weak)","MIRT007144","qRT-PCR","23418453"
"hsa-miR-130a-3p","MET","Functional MTI (Weak)","MIRT007137","qRT-PCR","23418453"
"hsa-miR-130a-3p","SMAD4","Functional MTI","MIRT007144","Luciferase reporter assay","23393589"
"hsa-miR-130a-3p","RAB5A","Functional MTI (Weak)","MIRT007138","qRT-PCR","23418453"
"hsa-miR-130a-3p","RAB5A","Functional MTI","MIRT007138","Luciferase reporter assay, qRT-PCR, Western blot","25755726"
"hsa-miR-130a-3p","SMAD4","Functional MTI (Weak)","MIRT007144","Microarray","22942087"
"hsa-miR-130a-3p","DNM2","Functional MTI (Weak)","MIRT007139","qRT-PCR","23418453"
"hsa-miR-130a-3p","LDLR","Functional MTI (Weak)","MIRT007140","qRT-PCR","23418453"
"hsa-miR-130a-3p","LDLR","Functional MTI (Weak)","MIRT007140","PAR-CLIP","22012620"
"hsa-miR-130a-3p","SMAD4","Functional MTI (Weak)","MIRT007144","PAR-CLIP","23446348"
"hsa-miR-130a-3p","LDLR","Functional MTI (Weak)","MIRT007140","PAR-CLIP","21572407"
"hsa-miR-130a-3p","SMAD4","Functional MTI (Weak)","MIRT007144","PAR-CLIP","21572407"
"hsa-miR-130a-3p","LDLR","Functional MTI (Weak)","MIRT007140","PAR-CLIP","20371350"
"hsa-miR-130a-3p","LDLR","Functional MTI (Weak)","MIRT007140","PAR-CLIP","27292025"
"hsa-miR-130a-3p","SMAD4","Functional MTI (Weak)","MIRT007144","PAR-CLIP","20371350"
"hsa-miR-130a-3p","ACVR1","Functional MTI (Weak)","MIRT007141","qRT-PCR","23418453"
"hsa-miR-130a-3p","ACVR1","Functional MTI (Weak)","MIRT007141","PAR-CLIP","21572407"
"hsa-miR-130a-3p","SMAD4","Functional MTI","MIRT007144","Luciferase reporter assay","26817584"
"hsa-miR-130a-3p","STK38L","Functional MTI (Weak)","MIRT045849","CLASH","23622248"
"hsa-miR-130a-3p","CTSA","Functional MTI (Weak)","MIRT045850","CLASH","23622248"
"hsa-miR-130a-3p","GJA1","Functional MTI","MIRT053132","Immunofluorescence, In situ hybridization, Luciferase reporter assay, Western blot","24819345"
"hsa-miR-130a-3p","TGFBR1","Functional MTI (Weak)","MIRT053635","Microarray","22942087"
"hsa-miR-130a-3p","WNT10A","Functional MTI (Weak)","MIRT053636","Microarray","22942087"
"hsa-miR-130a-3p","PDGFRA","Functional MTI (Weak)","MIRT053637","Microarray","22942087"
"hsa-miR-130a-3p","PDGFRA","Functional MTI","MIRT053637","Luciferase reporter assay","26565905"
"hsa-miR-130a-3p","SOX5","Functional MTI (Weak)","MIRT053638","Microarray","22942087"
"hsa-miR-130a-3p","TNF","Functional MTI","MIRT054762","Luciferase reporter assay, qRT-PCR, Western blotting","24885472"
"hsa-miR-130a-3p","TNF","Functional MTI","MIRT054762","ChIP, Luciferase reporter assay, qRT-PCR, Western blot","26435691"
"hsa-miR-130a-3p","CEP55","Functional MTI (Weak)","MIRT057494","PAR-CLIP","21572407"
"hsa-miR-130a-3p","CEP55","Functional MTI (Weak)","MIRT057494","PAR-CLIP","20371350"
"hsa-miR-130a-3p","PPP6R3","Functional MTI (Weak)","MIRT060500","PAR-CLIP","21572407"
"hsa-miR-130a-3p","OTUD3","Functional MTI (Weak)","MIRT061516","PAR-CLIP","21572407"
"hsa-miR-130a-3p","PPP1R15B","Functional MTI (Weak)","MIRT061791","PAR-CLIP","24398324"
"hsa-miR-130a-3p","PPP1R15B","Functional MTI (Weak)","MIRT061791","PAR-CLIP","23446348"
"hsa-miR-130a-3p","PPP1R15B","Functional MTI (Weak)","MIRT061791","PAR-CLIP","22012620"
"hsa-miR-130a-3p","PPP1R15B","Functional MTI (Weak)","MIRT061791","PAR-CLIP","21572407"
"hsa-miR-130a-3p","PPP1R15B","Functional MTI (Weak)","MIRT061791","PAR-CLIP","20371350"
"hsa-miR-130a-3p","MLEC","Functional MTI (Weak)","MIRT062709","PAR-CLIP","21572407"
"hsa-miR-130a-3p","MLEC","Functional MTI (Weak)","MIRT062709","PAR-CLIP","20371350"
"hsa-miR-130a-3p","FBXO28","Functional MTI (Weak)","MIRT063595","PAR-CLIP","21572407"
"hsa-miR-130a-3p","ZBTB18","Functional MTI (Weak)","MIRT064800","PAR-CLIP","20371350"
"hsa-miR-130a-3p","CLIC4","Functional MTI (Weak)","MIRT065620","PAR-CLIP","23446348"
"hsa-miR-130a-3p","CLIC4","Functional MTI (Weak)","MIRT065620","PAR-CLIP","22012620"
"hsa-miR-130a-3p","RAB5B","Functional MTI (Weak)","MIRT065888","PAR-CLIP","23592263"
"hsa-miR-130a-3p","RAB5B","Functional MTI (Weak)","MIRT065888","PAR-CLIP","23446348"
"hsa-miR-130a-3p","RAB5B","Functional MTI (Weak)","MIRT065888","PAR-CLIP","21572407"
"hsa-miR-130a-3p","RAB5B","Functional MTI (Weak)","MIRT065888","PAR-CLIP","20371350"
"hsa-miR-130a-3p","RAB5B","Functional MTI (Weak)","MIRT065888","PAR-CLIP","27292025"
"hsa-miR-130a-3p","SLAIN1","Functional MTI","MIRT069118","Luciferase reporter assay, Microarray, qRT-PCR","26074357"
"hsa-miR-130a-3p","SMOC1","Functional MTI (Weak)","MIRT070999","PAR-CLIP","21572407"
"hsa-miR-130a-3p","ZFYVE9","Functional MTI (Weak)","MIRT071907","PAR-CLIP","23592263"
"hsa-miR-130a-3p","ZFYVE9","Functional MTI (Weak)","MIRT071907","PAR-CLIP","26701625"
"hsa-miR-130a-3p","ZFYVE9","Functional MTI (Weak)","MIRT071907","PAR-CLIP","27292025"
"hsa-miR-130a-3p","C16orf70","Functional MTI (Weak)","MIRT075114","PAR-CLIP","21572407"
"hsa-miR-130a-3p","C16orf70","Functional MTI (Weak)","MIRT075114","PAR-CLIP","20371350"
"hsa-miR-130a-3p","COX10","Functional MTI (Weak)","MIRT076025","PAR-CLIP","23592263"
"hsa-miR-130a-3p","COX10","Functional MTI (Weak)","MIRT076025","PAR-CLIP","22012620"
"hsa-miR-130a-3p","COX10","Functional MTI (Weak)","MIRT076025","PAR-CLIP","21572407"
"hsa-miR-130a-3p","NPTX1","Functional MTI (Weak)","MIRT079264","PAR-CLIP","20371350"
"hsa-miR-130a-3p","CCDC137","Functional MTI (Weak)","MIRT079347","PAR-CLIP","20371350"
"hsa-miR-130a-3p","BTBD3","Functional MTI (Weak)","MIRT083127","PAR-CLIP","23592263"
"hsa-miR-130a-3p","BTBD3","Functional MTI (Weak)","MIRT083127","PAR-CLIP","24398324"
"hsa-miR-130a-3p","BTBD3","Functional MTI (Weak)","MIRT083127","PAR-CLIP","23446348"
"hsa-miR-130a-3p","BTBD3","Functional MTI (Weak)","MIRT083127","PAR-CLIP","22012620"
"hsa-miR-130a-3p","BTBD3","Functional MTI (Weak)","MIRT083127","PAR-CLIP, HITS-CLIP","21572407"
"hsa-miR-130a-3p","BTBD3","Functional MTI (Weak)","MIRT083127","PAR-CLIP","20371350"
"hsa-miR-130a-3p","BTBD3","Functional MTI (Weak)","MIRT083127","PAR-CLIP","27292025"
"hsa-miR-130a-3p","SEC23B","Functional MTI (Weak)","MIRT083152","PAR-CLIP","21572407"
"hsa-miR-130a-3p","SEC23B","Functional MTI (Weak)","MIRT083152","PAR-CLIP","20371350"
"hsa-miR-130a-3p","NABP1","Functional MTI (Weak)","MIRT086430","PAR-CLIP","23446348"
"hsa-miR-130a-3p","NABP1","Functional MTI (Weak)","MIRT086430","PAR-CLIP","20371350"
"hsa-miR-130a-3p","NABP1","Functional MTI (Weak)","MIRT086430","HITS-CLIP","21572407"
"hsa-miR-130a-3p","NABP1","Functional MTI (Weak)","MIRT086430","PAR-CLIP","26701625"
"hsa-miR-130a-3p","MAPRE3","Functional MTI (Weak)","MIRT088339","PAR-CLIP","24398324"
"hsa-miR-130a-3p","CBY1","Functional MTI (Weak)","MIRT087864","PAR-CLIP","21572407"
"hsa-miR-130a-3p","CBY1","Functional MTI (Weak)","MIRT087864","PAR-CLIP","20371350"
"hsa-miR-130a-3p","MAPRE3","Functional MTI (Weak)","MIRT088339","PAR-CLIP","23446348"
"hsa-miR-130a-3p","MAPRE3","Functional MTI (Weak)","MIRT088339","PAR-CLIP","21572407"
"hsa-miR-130a-3p","MAPRE3","Functional MTI (Weak)","MIRT088339","PAR-CLIP","20371350"
"hsa-miR-130a-3p","MAPRE3","Functional MTI (Weak)","MIRT088339","PAR-CLIP","27292025"
"hsa-miR-130a-3p","MBNL1","Functional MTI (Weak)","MIRT090802","PAR-CLIP","22012620"
"hsa-miR-130a-3p","MBNL1","Functional MTI (Weak)","MIRT090802","PAR-CLIP","21572407"
"hsa-miR-130a-3p","USP13","Functional MTI (Weak)","MIRT091213","PAR-CLIP","21572407"
"hsa-miR-130a-3p","ARHGEF26","Functional MTI (Weak)","MIRT090898","PAR-CLIP","21572407"
"hsa-miR-130a-3p","TGFBR2","Functional MTI (Weak)","MIRT091687","PAR-CLIP","22012620"
"hsa-miR-130a-3p","TGFBR2","Functional MTI (Weak)","MIRT091687","PAR-CLIP","21572407"
"hsa-miR-130a-3p","TGFBR2","Functional MTI (Weak)","MIRT091687","PAR-CLIP","20371350"
"hsa-miR-130a-3p","TGFBR2","Functional MTI","MIRT091687","Immunohistochemistry, Luciferase reporter assay, qRT-PCR, Western blot","27304191"
"hsa-miR-130a-3p","PTPRG","Functional MTI (Weak)","MIRT092488","PAR-CLIP","21572407"
"hsa-miR-130a-3p","UBE2D2","Functional MTI (Weak)","MIRT095378","PAR-CLIP","21572407"
"hsa-miR-130a-3p","ERBIN","Functional MTI (Weak)","MIRT096894","PAR-CLIP","22012620"
"hsa-miR-130a-3p","PAPD4","Functional MTI (Weak)","MIRT097460","PAR-CLIP","21572407"
"hsa-miR-130a-3p","JMY","Functional MTI (Weak)","MIRT097418","PAR-CLIP","21572407"
"hsa-miR-130a-3p","QKI","Functional MTI (Weak)","MIRT099313","PAR-CLIP","23446348"
"hsa-miR-130a-3p","QKI","Functional MTI (Weak)","MIRT099313","PAR-CLIP","21572407"
"hsa-miR-130a-3p","SOX4","Functional MTI (Weak)","MIRT099828","PAR-CLIP","23592263"
"hsa-miR-130a-3p","SOX4","Functional MTI (Weak)","MIRT099828","PAR-CLIP","24398324"
"hsa-miR-130a-3p","SOX4","Functional MTI (Weak)","MIRT099828","PAR-CLIP","23446348"
"hsa-miR-130a-3p","SOX4","Functional MTI (Weak)","MIRT099828","PAR-CLIP","21572407"
"hsa-miR-130a-3p","SOX4","Functional MTI (Weak)","MIRT099828","PAR-CLIP","20371350"
"hsa-miR-130a-3p","PNRC1","Functional MTI (Weak)","MIRT101818","PAR-CLIP","23592263"
"hsa-miR-130a-3p","ENPP4","Functional MTI (Weak)","MIRT100768","PAR-CLIP","21572407"
"hsa-miR-130a-3p","POP7","Functional MTI (Weak)","MIRT102151","PAR-CLIP, HITS-CLIP","21572407"
"hsa-miR-130a-3p","POP7","Functional MTI (Weak)","MIRT102151","PAR-CLIP","20371350"
"hsa-miR-130a-3p","POP7","Functional MTI (Weak)","MIRT102151","PAR-CLIP","27292025"
"hsa-miR-130a-3p","HBP1","Functional MTI (Weak)","MIRT102224","PAR-CLIP","23592263"
"hsa-miR-130a-3p","UBN2","Functional MTI (Weak)","MIRT102617","PAR-CLIP","23446348"
"hsa-miR-130a-3p","UBN2","Functional MTI (Weak)","MIRT102617","PAR-CLIP","22012620"
"hsa-miR-130a-3p","UBN2","Functional MTI (Weak)","MIRT102617","PAR-CLIP","21572407"
"hsa-miR-130a-3p","UBN2","Functional MTI (Weak)","MIRT102617","PAR-CLIP","20371350"
"hsa-miR-130a-3p","UBN2","Functional MTI (Weak)","MIRT102617","PAR-CLIP","27292025"
"hsa-miR-130a-3p","ATP6V1B2","Functional MTI (Weak)","MIRT105431","PAR-CLIP","23592263"
"hsa-miR-130a-3p","ATP6V1B2","Functional MTI (Weak)","MIRT105431","PAR-CLIP","23446348"
"hsa-miR-130a-3p","ATP6V1B2","Functional MTI (Weak)","MIRT105431","PAR-CLIP","22012620"
"hsa-miR-130a-3p","ATP6V1B2","Functional MTI (Weak)","MIRT105431","PAR-CLIP","21572407"
"hsa-miR-130a-3p","ATP6V1B2","Functional MTI (Weak)","MIRT105431","PAR-CLIP","20371350"
"hsa-miR-130a-3p","RAB11FIP1","Functional MTI (Weak)","MIRT105797","HITS-CLIP","23824327"
"hsa-miR-130a-3p","VPS37A","Functional MTI (Weak)","MIRT105305","PAR-CLIP","21572407"
"hsa-miR-130a-3p","MIGA2","Functional MTI (Weak)","MIRT107276","PAR-CLIP","23592263"
"hsa-miR-130a-3p","MIGA2","Functional MTI (Weak)","MIRT107276","PAR-CLIP","27292025"
"hsa-miR-130a-3p","HABP4","Functional MTI (Weak)","MIRT108261","PAR-CLIP","22012620"
"hsa-miR-130a-3p","HABP4","Functional MTI (Weak)","MIRT108261","PAR-CLIP","21572407"
"hsa-miR-130a-3p","HPRT1","Functional MTI (Weak)","MIRT108877","PAR-CLIP","20371350"
"hsa-miR-130a-3p","MID1IP1","Functional MTI (Weak)","MIRT109827","PAR-CLIP","24398324"
"hsa-miR-130a-3p","MID1IP1","Functional MTI (Weak)","MIRT109827","PAR-CLIP","23446348"
"hsa-miR-130a-3p","MID1IP1","Functional MTI (Weak)","MIRT109827","PAR-CLIP, HITS-CLIP","21572407"
"hsa-miR-130a-3p","MID1IP1","Functional MTI (Weak)","MIRT109827","PAR-CLIP","20371350"
"hsa-miR-130a-3p","FZD6","Functional MTI (Weak)","MIRT123859","PAR-CLIP","23592263"
"hsa-miR-130a-3p","FZD6","Functional MTI (Weak)","MIRT123859","PAR-CLIP","24398324"
"hsa-miR-130a-3p","FZD6","Functional MTI (Weak)","MIRT123859","PAR-CLIP","21572407"
"hsa-miR-130a-3p","FZD6","Functional MTI (Weak)","MIRT123859","PAR-CLIP","20371350"
"hsa-miR-130a-3p","MASTL","Functional MTI (Weak)","MIRT126555","HITS-CLIP","23824327"
"hsa-miR-130a-3p","TXNIP","Functional MTI (Weak)","MIRT130081","PAR-CLIP","24398324"
"hsa-miR-130a-3p","TXNIP","Functional MTI (Weak)","MIRT130081","PAR-CLIP","23446348"
"hsa-miR-130a-3p","TXNIP","Functional MTI (Weak)","MIRT130081","PAR-CLIP","20371350"
"hsa-miR-130a-3p","DSTYK","Functional MTI (Weak)","MIRT132490","PAR-CLIP","22012620"
"hsa-miR-130a-3p","DSTYK","Functional MTI (Weak)","MIRT132490","PAR-CLIP","27292025"
"hsa-miR-130a-3p","CCND2","Functional MTI (Weak)","MIRT134746","PAR-CLIP","22012620"
"hsa-miR-130a-3p","BTF3L4","Functional MTI (Weak)","MIRT139875","PAR-CLIP","23592263"
"hsa-miR-130a-3p","BTF3L4","Functional MTI (Weak)","MIRT139875","PAR-CLIP","21572407"
"hsa-miR-130a-3p","BTF3L4","Functional MTI (Weak)","MIRT139875","PAR-CLIP","20371350"
"hsa-miR-130a-3p","TNRC6A","Functional MTI (Weak)","MIRT142395","PAR-CLIP","23592263"
"hsa-miR-130a-3p","TNRC6A","Functional MTI (Weak)","MIRT142395","PAR-CLIP","24398324"
"hsa-miR-130a-3p","TNRC6A","Functional MTI (Weak)","MIRT142395","PAR-CLIP","20371350"
"hsa-miR-130a-3p","PRNP","Functional MTI (Weak)","MIRT153974","PAR-CLIP","22100165"
"hsa-miR-130a-3p","LMLN","Functional MTI (Weak)","MIRT162264","PAR-CLIP","23446348"
"hsa-miR-130a-3p","LMLN","Functional MTI (Weak)","MIRT162264","PAR-CLIP","21572407"
"hsa-miR-130a-3p","MSMO1","Functional MTI (Weak)","MIRT164528","PAR-CLIP","21572407"
"hsa-miR-130a-3p","C11orf57","Functional MTI (Weak)","MIRT178926","PAR-CLIP","23592263"
"hsa-miR-130a-3p","SAMD8","Functional MTI (Weak)","MIRT178064","PAR-CLIP","21572407"
"hsa-miR-130a-3p","PAFAH1B2","Functional MTI (Weak)","MIRT179067","PAR-CLIP","22012620"
"hsa-miR-130a-3p","PAFAH1B2","Functional MTI (Weak)","MIRT179067","PAR-CLIP","21572407"
"hsa-miR-130a-3p","PAFAH1B2","Functional MTI (Weak)","MIRT179067","PAR-CLIP","20371350"
"hsa-miR-130a-3p","RPRD2","Functional MTI (Weak)","MIRT180843","PAR-CLIP","22012620"
"hsa-miR-130a-3p","RPRD2","Functional MTI (Weak)","MIRT180843","PAR-CLIP","20371350"
"hsa-miR-130a-3p","TROVE2","Functional MTI (Weak)","MIRT182970","PAR-CLIP","20371350"
"hsa-miR-130a-3p","TMOD3","Functional MTI (Weak)","MIRT193023","PAR-CLIP","23592263"
"hsa-miR-130a-3p","TMOD3","Functional MTI (Weak)","MIRT193023","PAR-CLIP","24398324"
"hsa-miR-130a-3p","TMOD3","Functional MTI (Weak)","MIRT193023","PAR-CLIP","21572407"
"hsa-miR-130a-3p","TMOD3","Functional MTI (Weak)","MIRT193023","PAR-CLIP","20371350"
"hsa-miR-130a-3p","ATMIN","Functional MTI (Weak)","MIRT195753","PAR-CLIP","22012620"
"hsa-miR-130a-3p","ATMIN","Functional MTI (Weak)","MIRT195753","PAR-CLIP","21572407"
"hsa-miR-130a-3p","ATMIN","Functional MTI (Weak)","MIRT195753","PAR-CLIP","20371350"
