"miRNA","Target / Target pathway","Support","Source","Experiment(s)","Reference - PMID"
"hsa-miR-16-5p","UBN2","Functional MTI (Weak)","MIRT031587","HITS-CLIP","22473208"
"hsa-miR-16-5p","UBN2","Functional MTI (Weak)","MIRT031587","PAR-CLIP","24398324"
"hsa-miR-16-5p","UBN2","Functional MTI (Weak)","MIRT031587","PAR-CLIP","23446348"
"hsa-miR-16-5p","UBN2","Functional MTI (Weak)","MIRT031587","PAR-CLIP","22012620"
"hsa-miR-16-5p","UBN2","Functional MTI (Weak)","MIRT031587","PAR-CLIP","21572407"
"hsa-miR-16-5p","DESI1","Functional MTI (Weak)","MIRT031588","Sequencing","20371350"
"hsa-miR-16-5p","CDK17","Functional MTI (Weak)","MIRT031589","Sequencing","20371350"
"hsa-miR-16-5p","CDK17","Functional MTI (Weak)","MIRT031589","HITS-CLIP","22473208"
"hsa-miR-16-5p","CDK17","Functional MTI (Weak)","MIRT031589","PAR-CLIP","21572407"
"hsa-miR-16-5p","TLK1","Functional MTI (Weak)","MIRT031590","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","TLK1","Functional MTI (Weak)","MIRT031590","CLASH","23622248"
"hsa-miR-16-5p","TLK1","Functional MTI (Weak)","MIRT031590","HITS-CLIP","22473208"
"hsa-miR-16-5p","PLAG1","Functional MTI (Weak)","MIRT031591","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","PLAG1","Functional MTI (Weak)","MIRT031591","HITS-CLIP","22473208"
"hsa-miR-16-5p","PLAG1","Functional MTI (Weak)","MIRT031591","PAR-CLIP","23446348"
"hsa-miR-16-5p","PLAG1","Functional MTI (Weak)","MIRT031591","PAR-CLIP","22012620"
"hsa-miR-16-5p","PLAG1","Functional MTI (Weak)","MIRT031591","PAR-CLIP","21572407"
"hsa-miR-16-5p","TBRG4","Functional MTI (Weak)","MIRT031592","Proteomics","18668040"
"hsa-miR-16-5p","MPDU1","Functional MTI (Weak)","MIRT031593","Proteomics","18668040"
"hsa-miR-16-5p","NOP53","Functional MTI (Weak)","MIRT031594","Proteomics","18668040"
"hsa-miR-16-5p","NCAPG","Functional MTI (Weak)","MIRT031595","Proteomics","18668040"
"hsa-miR-16-5p","RBM15B","Functional MTI (Weak)","MIRT031596","Proteomics","18668040"
"hsa-miR-16-5p","RRP15","Functional MTI (Weak)","MIRT031597","Proteomics","18668040"
"hsa-miR-16-5p","NAMPT","Functional MTI (Weak)","MIRT031598","Proteomics","18668040"
"hsa-miR-16-5p","ADGRE5","Functional MTI (Weak)","MIRT031599","Proteomics","18668040"
"hsa-miR-16-5p","COMMD10","Functional MTI (Weak)","MIRT031600","Microarray","21199864"
"hsa-miR-16-5p","NRP1","Functional MTI (Weak)","MIRT031601","Proteomics","18668040"
"hsa-miR-16-5p","GEMIN5","Functional MTI (Weak)","MIRT031602","Proteomics","18668040"
"hsa-miR-16-5p","EPHA2","Functional MTI (Weak)","MIRT031603","Proteomics","18668040"
"hsa-miR-16-5p","ASCC3","Functional MTI (Weak)","MIRT031604","Proteomics","18668040"
"hsa-miR-16-5p","GABARAPL1","Functional MTI (Weak)","MIRT031653","PAR-CLIP","23446348"
"hsa-miR-16-5p","GABARAPL1","Functional MTI (Weak)","MIRT031653","PAR-CLIP","21572407"
"hsa-miR-16-5p","FAM122A","Functional MTI (Weak)","MIRT031654","Sequencing","20371350"
"hsa-miR-16-5p","PRKAR2A","Functional MTI (Weak)","MIRT031655","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","PRKAR2A","Functional MTI (Weak)","MIRT031655","PAR-CLIP","23592263"
"hsa-miR-16-5p","PRKAR2A","Functional MTI (Weak)","MIRT031655","PAR-CLIP","23446348"
"hsa-miR-16-5p","PRKAR2A","Functional MTI (Weak)","MIRT031655","PAR-CLIP","21572407"
"hsa-miR-16-5p","SIRT4","Functional MTI (Weak)","MIRT031656","Sequencing","20371350"
"hsa-miR-16-5p","SIRT4","Functional MTI (Weak)","MIRT031656","HITS-CLIP","22473208"
"hsa-miR-16-5p","PHKA1","Functional MTI (Weak)","MIRT031657","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","PHKA1","Functional MTI (Weak)","MIRT031657","PAR-CLIP","23446348"
"hsa-miR-16-5p","PHKA1","Functional MTI (Weak)","MIRT031657","PAR-CLIP, HITS-CLIP","21572407"
"hsa-miR-16-5p","TMCC1","Functional MTI (Weak)","MIRT031658","Sequencing","20371350"
"hsa-miR-16-5p","UBE2Q1","Functional MTI (Weak)","MIRT031659","Sequencing","20371350"
"hsa-miR-16-5p","UBE2Q1","Functional MTI (Weak)","MIRT031659","HITS-CLIP","22473208"
"hsa-miR-16-5p","UBE2Q1","Functional MTI (Weak)","MIRT031659","PAR-CLIP","23592263"
"hsa-miR-16-5p","UBE2Q1","Functional MTI (Weak)","MIRT031659","PAR-CLIP","27292025"
"hsa-miR-16-5p","SLC35B2","Functional MTI (Weak)","MIRT031660","Sequencing","20371350"
"hsa-miR-16-5p","SLC35B2","Functional MTI (Weak)","MIRT031660","Proteomics","18668040"
"hsa-miR-16-5p","AP2A1","Functional MTI (Weak)","MIRT031661","Sequencing","20371350"
"hsa-miR-16-5p","AP2A1","Functional MTI (Weak)","MIRT031661","Proteomics","18668040"
"hsa-miR-16-5p","PUM1","Functional MTI (Weak)","MIRT031662","Proteomics","18668040"
"hsa-miR-16-5p","TUBA1C","Functional MTI (Weak)","MIRT031663","Proteomics","18668040"
"hsa-miR-16-5p","TUBB3","Functional MTI (Weak)","MIRT031664","Proteomics","18668040"
"hsa-miR-16-5p","ASNS","Functional MTI (Weak)","MIRT031665","Proteomics","18668040"
"hsa-miR-16-5p","HYAL3","Functional MTI (Weak)","MIRT031666","Proteomics","18668040"
"hsa-miR-16-5p","DNAJC1","Functional MTI (Weak)","MIRT031667","Proteomics","18668040"
"hsa-miR-16-5p","SLC29A1","Functional MTI (Weak)","MIRT031668","Proteomics","18668040"
"hsa-miR-16-5p","SLC29A1","Functional MTI (Weak)","MIRT031668","PAR-CLIP","21572407"
"hsa-miR-16-5p","SLC29A1","Functional MTI (Weak)","MIRT031668","PAR-CLIP","20371350"
"hsa-miR-16-5p","STAU1","Functional MTI (Weak)","MIRT031669","Proteomics","18668040"
"hsa-miR-16-5p","TNFRSF10A","Functional MTI (Weak)","MIRT031670","Proteomics","18668040"
"hsa-miR-16-5p","RPS2","Functional MTI (Weak)","MIRT031671","Proteomics","18668040"
"hsa-miR-16-5p","CENPF","Functional MTI (Weak)","MIRT031672","Proteomics","18668040"
"hsa-miR-16-5p","RMDN1","Functional MTI (Weak)","MIRT031673","Proteomics","18668040"
"hsa-miR-16-5p","SPATA5","Functional MTI (Weak)","MIRT031674","Proteomics","18668040"
"hsa-miR-16-5p","EARS2","Functional MTI (Weak)","MIRT031675","Proteomics","18668040"
"hsa-miR-16-5p","CCT6B","Functional MTI (Weak)","MIRT031676","Proteomics","18668040"
"hsa-miR-16-5p","PSMD11","Functional MTI (Weak)","MIRT031677","Proteomics","18668040"
"hsa-miR-16-5p","STRAP","Functional MTI (Weak)","MIRT031678","Proteomics","18668040"
"hsa-miR-16-5p","COMT","Functional MTI (Weak)","MIRT031679","Proteomics","18668040"
"hsa-miR-16-5p","COMT","Functional MTI (Weak)","MIRT031679","CLASH","23622248"
"hsa-miR-16-5p","SLIRP","Functional MTI (Weak)","MIRT031680","Proteomics","18668040"
"hsa-miR-16-5p","GALNT3","Functional MTI (Weak)","MIRT031681","Proteomics","18668040"
"hsa-miR-16-5p","PRPSAP1","Functional MTI (Weak)","MIRT031682","Proteomics","18668040"
"hsa-miR-16-5p","PRPSAP1","Functional MTI (Weak)","MIRT031682","CLASH","23622248"
"hsa-miR-16-5p","DNAJC15","Functional MTI (Weak)","MIRT031683","Proteomics","18668040"
"hsa-miR-16-5p","ANKLE2","Functional MTI (Weak)","MIRT031684","Proteomics","18668040"
"hsa-miR-16-5p","PRNP","Functional MTI (Weak)","MIRT031685","Proteomics","18668040"
"hsa-miR-16-5p","SLC38A2","Functional MTI (Weak)","MIRT031686","Proteomics","18668040"
"hsa-miR-16-5p","ZNF598","Functional MTI (Weak)","MIRT031687","Proteomics","18668040"
"hsa-miR-16-5p","GTPBP8","Functional MTI (Weak)","MIRT031688","Proteomics","18668040"
"hsa-miR-16-5p","KIDINS220","Functional MTI (Weak)","MIRT031689","Proteomics","18668040"
"hsa-miR-16-5p","VIM","Functional MTI (Weak)","MIRT031690","Proteomics","18668040"
"hsa-miR-16-5p","DMAP1","Functional MTI (Weak)","MIRT031691","Proteomics","18668040"
"hsa-miR-16-5p","SUPT16H","Functional MTI (Weak)","MIRT031692","Proteomics","18668040"
"hsa-miR-16-5p","SUPT16H","Functional MTI (Weak)","MIRT031692","HITS-CLIP","22473208"
"hsa-miR-16-5p","ELOVL1","Functional MTI (Weak)","MIRT031693","Proteomics","18668040"
"hsa-miR-16-5p","SNRPA1","Functional MTI (Weak)","MIRT031694","Proteomics","18668040"
"hsa-miR-16-5p","COPS5","Functional MTI (Weak)","MIRT031695","Proteomics","18668040"
"hsa-miR-16-5p","CDK9","Functional MTI (Weak)","MIRT031696","Proteomics","18668040"
"hsa-miR-16-5p","ASB6","Functional MTI (Weak)","MIRT031697","Proteomics","18668040"
"hsa-miR-16-5p","TTC1","Functional MTI (Weak)","MIRT031698","Proteomics","18668040"
"hsa-miR-16-5p","RBMS3","Functional MTI (Weak)","MIRT031699","Proteomics","18668040"
"hsa-miR-16-5p","MRPS25","Functional MTI (Weak)","MIRT031700","Proteomics","18668040"
"hsa-miR-16-5p","SUCLA2","Functional MTI (Weak)","MIRT031701","Proteomics","18668040"
"hsa-miR-16-5p","MRPS2","Functional MTI (Weak)","MIRT031702","Proteomics","18668040"
"hsa-miR-16-5p","XPNPEP3","Functional MTI (Weak)","MIRT031703","Proteomics","18668040"
"hsa-miR-16-5p","SACM1L","Functional MTI (Weak)","MIRT031704","Proteomics","18668040"
"hsa-miR-16-5p","EDC4","Functional MTI (Weak)","MIRT031748","Proteomics","18668040"
"hsa-miR-16-5p","CIB1","Functional MTI (Weak)","MIRT031749","Proteomics","18668040"
"hsa-miR-16-5p","NDUFAF4","Functional MTI (Weak)","MIRT031750","Proteomics","18668040"
"hsa-miR-16-5p","OGDH","Functional MTI (Weak)","MIRT031751","Proteomics","18668040"
"hsa-miR-16-5p","EIF2A","Functional MTI (Weak)","MIRT031752","Proteomics","18668040"
"hsa-miR-16-5p","EEF2","Functional MTI (Weak)","MIRT031753","Proteomics","18668040"
"hsa-miR-16-5p","DNAJB1","Functional MTI (Weak)","MIRT031754","Proteomics","18668040"
"hsa-miR-16-5p","TAF9","Functional MTI (Weak)","MIRT031755","Proteomics","18668040"
"hsa-miR-16-5p","RPS12","Functional MTI (Weak)","MIRT031756","Proteomics","18668040"
"hsa-miR-16-5p","RPS12","Functional MTI (Weak)","MIRT031756","CLASH","23622248"
"hsa-miR-16-5p","TNFAIP2","Functional MTI (Weak)","MIRT031757","Proteomics","18668040"
"hsa-miR-16-5p","TIMM17A","Functional MTI (Weak)","MIRT031758","Proteomics","18668040"
"hsa-miR-16-5p","GRPEL2","Functional MTI (Weak)","MIRT031759","Proteomics","18668040"
"hsa-miR-16-5p","CNOT7","Functional MTI (Weak)","MIRT031760","Proteomics","18668040"
"hsa-miR-16-5p","DMD","Functional MTI (Weak)","MIRT031761","Proteomics","18668040"
"hsa-miR-16-5p","RCL1","Functional MTI (Weak)","MIRT031762","Proteomics","18668040"
"hsa-miR-16-5p","RCL1","Functional MTI (Weak)","MIRT031762","CLASH","23622248"
"hsa-miR-16-5p","SDHAF2","Functional MTI (Weak)","MIRT031763","Proteomics","18668040"
"hsa-miR-16-5p","YARS2","Functional MTI (Weak)","MIRT031764","Proteomics","18668040"
"hsa-miR-16-5p","GTF3C2","Functional MTI (Weak)","MIRT031765","Proteomics","18668040"
"hsa-miR-16-5p","LARP1","Functional MTI (Weak)","MIRT031766","Proteomics","18668040"
"hsa-miR-16-5p","VAMP8","Functional MTI (Weak)","MIRT031767","Proteomics","18668040"
"hsa-miR-16-5p","TFAP4","Functional MTI (Weak)","MIRT031768","Proteomics","18668040"
"hsa-miR-16-5p","DKC1","Functional MTI (Weak)","MIRT031769","Proteomics","18668040"
"hsa-miR-16-5p","POLR3A","Functional MTI (Weak)","MIRT031770","Proteomics","18668040"
"hsa-miR-16-5p","LRPPRC","Functional MTI (Weak)","MIRT031771","Proteomics","18668040"
"hsa-miR-16-5p","LRPPRC","Functional MTI (Weak)","MIRT031771","HITS-CLIP","22473208"
"hsa-miR-16-5p","DDX54","Functional MTI (Weak)","MIRT031772","Proteomics","18668040"
"hsa-miR-16-5p","CHP1","Functional MTI (Weak)","MIRT031773","Proteomics","18668040"
"hsa-miR-16-5p","B4GALT1","Functional MTI (Weak)","MIRT031774","Proteomics","18668040"
"hsa-miR-16-5p","B4GALT1","Functional MTI (Weak)","MIRT031774","HITS-CLIP","22473208"
"hsa-miR-16-5p","ATP6V1B2","Functional MTI (Weak)","MIRT031775","Proteomics","18668040"
"hsa-miR-16-5p","RIF1","Functional MTI (Weak)","MIRT031776","Proteomics","18668040"
"hsa-miR-16-5p","RIF1","Functional MTI (Weak)","MIRT031776","PAR-CLIP","20371350"
"hsa-miR-16-5p","NCAPD2","Functional MTI (Weak)","MIRT031777","Proteomics","18668040"
"hsa-miR-16-5p","DCAF7","Functional MTI (Weak)","MIRT031778","Proteomics","18668040"
"hsa-miR-16-5p","SFXN1","Functional MTI (Weak)","MIRT031779","Proteomics","18668040"
"hsa-miR-16-5p","YIPF4","Functional MTI (Weak)","MIRT031780","Proteomics","18668040"
"hsa-miR-16-5p","PRRC2C","Functional MTI (Weak)","MIRT031781","Proteomics","18668040"
"hsa-miR-16-5p","PRRC2C","Functional MTI (Weak)","MIRT031781","HITS-CLIP","22473208"
"hsa-miR-16-5p","RBMS1","Functional MTI (Weak)","MIRT031782","Proteomics","18668040"
"hsa-miR-16-5p","SRSF1","Functional MTI (Weak)","MIRT031783","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","SRSF1","Functional MTI (Weak)","MIRT031783","PAR-CLIP","23446348"
"hsa-miR-16-5p","SRSF1","Functional MTI (Weak)","MIRT031783","PAR-CLIP","21572407"
"hsa-miR-16-5p","PHC3","Functional MTI (Weak)","MIRT031784","Sequencing","20371350"
"hsa-miR-16-5p","PHC3","Functional MTI (Weak)","MIRT031784","HITS-CLIP","22473208"
"hsa-miR-16-5p","PHC3","Functional MTI (Weak)","MIRT031784","PAR-CLIP","21572407"
"hsa-miR-16-5p","FURIN","Functional MTI (Weak)","MIRT031785","Sequencing","20371350"
"hsa-miR-16-5p","FURIN","Functional MTI (Weak)","MIRT031785","PAR-CLIP","23592263"
"hsa-miR-16-5p","FURIN","Functional MTI (Weak)","MIRT031785","PAR-CLIP","26701625"
"hsa-miR-16-5p","CCT3","Functional MTI (Weak)","MIRT031786","Sequencing","20371350"
"hsa-miR-16-5p","IFT74","Functional MTI (Weak)","MIRT031787","Sequencing","20371350"
"hsa-miR-16-5p","IFT74","Functional MTI (Weak)","MIRT031787","HITS-CLIP","22473208"
"hsa-miR-16-5p","FAM122B","Functional MTI (Weak)","MIRT031788","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","FAM122B","Functional MTI (Weak)","MIRT031788","PAR-CLIP","24398324"
"hsa-miR-16-5p","FAM122B","Functional MTI (Weak)","MIRT031788","PAR-CLIP","23446348"
"hsa-miR-16-5p","FAM122B","Functional MTI (Weak)","MIRT031788","PAR-CLIP","21572407"
"hsa-miR-16-5p","ZNF207","Functional MTI (Weak)","MIRT031789","Sequencing","20371350"
"hsa-miR-16-5p","RNF149","Functional MTI (Weak)","MIRT031790","Sequencing","20371350"
"hsa-miR-16-5p","RNF149","Functional MTI (Weak)","MIRT031790","PAR-CLIP, HITS-CLIP","21572407"
"hsa-miR-16-5p","RUNX1T1","Functional MTI (Weak)","MIRT031791","Sequencing","20371350"
"hsa-miR-16-5p","RUNX1T1","Functional MTI (Weak)","MIRT031791","PAR-CLIP","21572407"
"hsa-miR-16-5p","BTG2","Functional MTI (Weak)","MIRT031792","Sequencing","20371350"
"hsa-miR-16-5p","BTG2","Functional MTI (Weak)","MIRT031792","HITS-CLIP","22473208"
"hsa-miR-16-5p","ATG14","Functional MTI (Weak)","MIRT031793","Sequencing","20371350"
"hsa-miR-16-5p","ATG14","Functional MTI (Weak)","MIRT031793","PAR-CLIP","23446348"
"hsa-miR-16-5p","ATP5G3","Functional MTI (Weak)","MIRT031794","Sequencing","20371350"
"hsa-miR-16-5p","ATP5G3","Functional MTI (Weak)","MIRT031794","PAR-CLIP","21572407"
"hsa-miR-16-5p","RIC1","Functional MTI (Weak)","MIRT031795","Sequencing","20371350"
"hsa-miR-16-5p","DDX3X","Functional MTI (Weak)","MIRT031843","PAR-CLIP","20371350"
"hsa-miR-16-5p","IPO7","Functional MTI (Weak)","MIRT031844","Proteomics","18668040"
"hsa-miR-16-5p","ATOX1","Functional MTI (Weak)","MIRT031845","Sequencing","20371350"
"hsa-miR-16-5p","RAB23","Functional MTI (Weak)","MIRT031846","Sequencing","20371350"
"hsa-miR-16-5p","RAB23","Functional MTI (Weak)","MIRT031846","PAR-CLIP","21572407"
"hsa-miR-16-5p","SF3A3","Functional MTI (Weak)","MIRT031847","Sequencing","20371350"
"hsa-miR-16-5p","FEM1C","Functional MTI (Weak)","MIRT031848","Sequencing","20371350"
"hsa-miR-16-5p","PDE4D","Functional MTI (Weak)","MIRT031849","Sequencing","20371350"
"hsa-miR-16-5p","PDE4D","Functional MTI (Weak)","MIRT031849","PAR-CLIP","23592263"
"hsa-miR-16-5p","PDE4D","Functional MTI (Weak)","MIRT031849","PAR-CLIP","21572407"
"hsa-miR-16-5p","AGPAT5","Functional MTI (Weak)","MIRT031850","Sequencing","20371350"
"hsa-miR-16-5p","CAMKK2","Functional MTI (Weak)","MIRT031851","Sequencing","20371350"
"hsa-miR-16-5p","ATAD5","Functional MTI (Weak)","MIRT031852","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","ATAD5","Functional MTI (Weak)","MIRT031852","PAR-CLIP","23446348"
"hsa-miR-16-5p","GCC1","Functional MTI (Weak)","MIRT031853","Sequencing","20371350"
"hsa-miR-16-5p","TFAP2A","Functional MTI (Weak)","MIRT031854","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","TFAP2A","Functional MTI (Weak)","MIRT031854","PAR-CLIP","23592263"
"hsa-miR-16-5p","TFAP2A","Functional MTI (Weak)","MIRT031854","PAR-CLIP","23446348"
"hsa-miR-16-5p","TFAP2A","Functional MTI (Weak)","MIRT031854","PAR-CLIP","21572407"
"hsa-miR-16-5p","TFAP2A","Functional MTI (Weak)","MIRT031854","PAR-CLIP","26701625"
"hsa-miR-16-5p","TFAP2A","Functional MTI (Weak)","MIRT031854","PAR-CLIP","27292025"
"hsa-miR-16-5p","CNNM2","Functional MTI (Weak)","MIRT031855","Sequencing","20371350"
"hsa-miR-16-5p","EPC1","Functional MTI (Weak)","MIRT031856","Sequencing","20371350"
"hsa-miR-16-5p","ZFHX3","Functional MTI (Weak)","MIRT031857","Sequencing","20371350"
"hsa-miR-16-5p","HAUS3","Functional MTI (Weak)","MIRT031858","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","HAUS3","Functional MTI (Weak)","MIRT031858","PAR-CLIP","23446348"
"hsa-miR-16-5p","HAUS3","Functional MTI (Weak)","MIRT031858","PAR-CLIP, HITS-CLIP","21572407"
"hsa-miR-16-5p","SLC9A6","Functional MTI (Weak)","MIRT031859","Sequencing","20371350"
"hsa-miR-16-5p","SLC9A6","Functional MTI (Weak)","MIRT031859","HITS-CLIP","22473208"
"hsa-miR-16-5p","USP15","Functional MTI (Weak)","MIRT031860","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","PPP1R11","Functional MTI (Weak)","MIRT031861","Sequencing","20371350"
"hsa-miR-16-5p","PPP1R11","Functional MTI (Weak)","MIRT031861","HITS-CLIP","23313552"
"hsa-miR-16-5p","TNRC6B","Functional MTI (Weak)","MIRT031862","Sequencing","20371350"
"hsa-miR-16-5p","TNRC6B","Functional MTI (Weak)","MIRT031862","HITS-CLIP","22473208"
"hsa-miR-16-5p","TNRC6B","Functional MTI (Weak)","MIRT031862","HITS-CLIP","23824327"
"hsa-miR-16-5p","TNRC6B","Functional MTI (Weak)","MIRT031862","HITS-CLIP","19536157"
"hsa-miR-16-5p","C1orf21","Functional MTI (Weak)","MIRT031863","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","C1orf21","Functional MTI (Weak)","MIRT031863","PAR-CLIP","23446348"
"hsa-miR-16-5p","C1orf21","Functional MTI (Weak)","MIRT031863","PAR-CLIP","21572407"
"hsa-miR-16-5p","GNB1","Functional MTI (Weak)","MIRT031864","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","GNB1","Functional MTI (Weak)","MIRT031864","Microarray","21199864"
"hsa-miR-16-5p","GNB1","Functional MTI (Weak)","MIRT031864","HITS-CLIP","22473208"
"hsa-miR-16-5p","GNB1","Functional MTI (Weak)","MIRT031864","PAR-CLIP","23592263"
"hsa-miR-16-5p","GNB1","Functional MTI (Weak)","MIRT031864","PAR-CLIP","21572407"
"hsa-miR-16-5p","DNAJC9","Functional MTI (Weak)","MIRT031865","Sequencing","20371350"
"hsa-miR-16-5p","DNAJC9","Functional MTI (Weak)","MIRT031865","Proteomics","18668040"
"hsa-miR-16-5p","DNAJC9","Functional MTI (Weak)","MIRT031865","HITS-CLIP","22473208"
"hsa-miR-16-5p","SLC35A4","Functional MTI (Weak)","MIRT031866","Sequencing","20371350"
"hsa-miR-16-5p","SLC35A4","Functional MTI (Weak)","MIRT031866","Microarray","21199864"
"hsa-miR-16-5p","ANPEP","Functional MTI (Weak)","MIRT031867","Proteomics","18668040"
"hsa-miR-16-5p","ALG2","Functional MTI (Weak)","MIRT031868","Proteomics","18668040"
"hsa-miR-16-5p","PELO","Functional MTI (Weak)","MIRT031869","Proteomics","18668040"
"hsa-miR-16-5p","NOP10","Functional MTI (Weak)","MIRT031870","Proteomics","18668040"
"hsa-miR-16-5p","GTF3C1","Functional MTI (Weak)","MIRT031871","Proteomics","18668040"
"hsa-miR-16-5p","UTP3","Functional MTI (Weak)","MIRT031872","Proteomics","18668040"
"hsa-miR-16-5p","CDCA8","Functional MTI (Weak)","MIRT031873","Proteomics","18668040"
"hsa-miR-16-5p","RPL30","Functional MTI (Weak)","MIRT031874","Proteomics","18668040"
"hsa-miR-16-5p","MTHFD1L","Functional MTI (Weak)","MIRT031875","Proteomics","18668040"
"hsa-miR-16-5p","ITGB4","Functional MTI (Weak)","MIRT031876","Proteomics","18668040"
"hsa-miR-16-5p","UXT","Functional MTI (Weak)","MIRT031877","Proteomics","18668040"
"hsa-miR-16-5p","TPBG","Functional MTI (Weak)","MIRT031878","Proteomics","18668040"
"hsa-miR-16-5p","ATP6V1E1","Functional MTI (Weak)","MIRT031879","Proteomics","18668040"
"hsa-miR-16-5p","AIFM2","Functional MTI (Weak)","MIRT031880","Proteomics","18668040"
"hsa-miR-16-5p","CNPY3","Functional MTI (Weak)","MIRT031881","Proteomics","18668040"
"hsa-miR-16-5p","PABPC4","Functional MTI (Weak)","MIRT031882","Proteomics","18668040"
"hsa-miR-16-5p","PABPC4","Functional MTI (Weak)","MIRT031882","CLASH","23622248"
"hsa-miR-16-5p","CXorf40B","Functional MTI (Weak)","MIRT031883","Microarray","21199864"
"hsa-miR-16-5p","DHX37","Functional MTI (Weak)","MIRT031884","Proteomics","18668040"
"hsa-miR-16-5p","BYSL","Functional MTI (Weak)","MIRT031885","Proteomics","18668040"
"hsa-miR-16-5p","SPRED1","Functional MTI (Weak)","MIRT031930","PAR-CLIP","23446348"
"hsa-miR-16-5p","CYP26B1","Functional MTI (Weak)","MIRT031931","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","CYP26B1","Functional MTI (Weak)","MIRT031931","PAR-CLIP","21572407"
"hsa-miR-16-5p","MIB1","Functional MTI (Weak)","MIRT031932","Sequencing","20371350"
"hsa-miR-16-5p","MIB1","Functional MTI (Weak)","MIRT031932","HITS-CLIP","22473208"
"hsa-miR-16-5p","CAPZA2","Functional MTI (Weak)","MIRT031933","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","WEE1","Functional MTI (Weak)","MIRT031934","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","WEE1","Functional MTI (Weak)","MIRT031934","PAR-CLIP","21572407"
"hsa-miR-16-5p","WEE1","Functional MTI","MIRT031934","Luciferase reporter assay, Western blot","24336073"
"hsa-miR-16-5p","WEE1","Functional MTI","MIRT031934","Luciferase reporter assay, qRT-PCR, Western blot","25594541"
"hsa-miR-16-5p","CDCA4","Functional MTI (Weak)","MIRT031935","Sequencing, PAR-CLIP","20371350"
"hsa-miR-16-5p","CDCA4","Functional MTI (Weak)","MIRT031935","HITS-CLIP","22473208"
"hsa-miR-16-5p","CDCA4","Functional MTI (Weak)","MIRT031935","PAR-CLIP","24398324"
"hsa-miR-16-5p","CDCA4","Functional MTI (Weak)","MIRT031935","PAR-CLIP","23446348"
"hsa-miR-16-5p","CDCA4","Functional MTI (Weak)","MIRT031935","PAR-CLIP","21572407"
"hsa-miR-16-5p","MAP4","Functional MTI (Weak)","MIRT031936","Sequencing","20371350"
"hsa-miR-16-5p","MAP4","Functional MTI (Weak)","MIRT031936","Proteomics","18668040"
"hsa-miR-16-5p","GOLT1B","Functional MTI (Weak)","MIRT031937","Proteomics","18668040"
"hsa-miR-16-5p","GOLT1B","Functional MTI (Weak)","MIRT031937","Sequencing","20371350"
"hsa-miR-16-5p","PPP6C","Functional MTI (Weak)","MIRT031938","Proteomics","18668040"
"hsa-miR-16-5p","PPP6C","Functional MTI (Weak)","MIRT031938","Sequencing","20371350"
"hsa-miR-16-5p","PPP6C","Functional MTI (Weak)","MIRT031938","HITS-CLIP","22473208"
"hsa-miR-16-5p","LAMB3","Functional MTI (Weak)","MIRT031939","Proteomics","18668040"
"hsa-miR-16-5p","MTHFD2","Functional MTI (Weak)","MIRT031940","Proteomics","18668040"
"hsa-miR-16-5p","POLDIP2","Functional MTI (Weak)","MIRT031941","Proteomics","18668040"
"hsa-miR-16-5p","RPS25","Functional MTI (Weak)","MIRT031942","Proteomics","18668040"
"hsa-miR-16-5p","WARS","Functional MTI (Weak)","MIRT031943","Proteomics","18668040"
"hsa-miR-16-5p","GLT8D1","Functional MTI (Weak)","MIRT031944","Proteomics","18668040"
"hsa-miR-16-5p","RPL3","Functional MTI (Weak)","MIRT031945","Proteomics","18668040"
"hsa-miR-16-5p","EIF3H","Functional MTI (Weak)","MIRT031946","Proteomics","18668040"
"hsa-miR-16-5p","LYAR","Functional MTI (Weak)","MIRT031947","Proteomics","18668040"
"hsa-miR-16-5p","DUSP14","Functional MTI (Weak)","MIRT031948","Proteomics","18668040"
"hsa-miR-16-5p","SSU72","Functional MTI (Weak)","MIRT031949","Proteomics","18668040"
"hsa-miR-16-5p","SSU72","Functional MTI (Weak)","MIRT031949","PAR-CLIP","21572407"
"hsa-miR-16-5p","OXNAD1","Functional MTI (Weak)","MIRT031950","Proteomics","18668040"
"hsa-miR-16-5p","FTH1","Functional MTI (Weak)","MIRT031951","Proteomics","18668040"
"hsa-miR-16-5p","RBM28","Functional MTI (Weak)","MIRT031952","Proteomics","18668040"
"hsa-miR-16-5p","SSSCA1","Functional MTI (Weak)","MIRT031953","Proteomics","18668040"
"hsa-miR-16-5p","RPL21","Functional MTI (Weak)","MIRT031954","Proteomics","18668040"
