,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
391,ProteomicsDB_2020,Lung HOP-92 BTO:0004085 P003364,4/422,0.0010573173819614,0.0145420132823546,0,0,10.39872408293461,71.2522690345534,CTSA;APOH;IL1RAP;CTHRC1
392,ProteomicsDB_2020,Hematopoietic HL-60 BTO:0000738 HL60 NCI60,3/186,0.0010699809104073,0.0145420132823546,0,0,17.079378774805868,116.82490592021249,VAT1;ECM1;LAMA1
393,ProteomicsDB_2020,Brain SF-539 BTO:0004214 SF539 NCI60,3/208,0.0014756249868215,0.0191831248286798,0,0,15.229525032092424,99.27630366662376,CTSL;PXDN;CTHRC1
394,ProteomicsDB_2020,Brain SF-295 BTO:0004213 P003360,4/470,0.0015736161886006,0.019604635016316,0,0,9.304721030042918,60.056196048070255,CD151;CTSL;APOH;PXDN
395,ProteomicsDB_2020,Breast Hs-578T BTO:0003885 HS578T NCI60,3/219,0.001710160054827,0.0204535142557317,0,0,14.445906432748538,92.0373013245992,PXDN;TNC;CTHRC1
396,ProteomicsDB_2020,Melanoma M14 BTO:0002805 M14 NCI60,3/237,0.0021421207281883,0.0246343883741659,0,0,13.322537112010796,81.87976614936053,VAT1;ECM1;TNC
397,ProteomicsDB_2020,Breast MDA-MB-435 BTO:0001567 MDAMB435 NCI60,3/247,0.0024089348217094,0.0266767226552268,0,0,12.770060396893872,76.98521082059453,VAT1;ECM1;TNC
398,ProteomicsDB_2020,Mixed PDB:200045 mix-pool AC fluid and CSF,3/286,0.0036434503311382,0.0389068446075122,0,0,10.988469406732378,61.6983234308584,ECM1;CTSL;APOH
399,ProteomicsDB_2020,Glioma U-251 MG BTO:0002035 P003815,3/317,0.004858155250703,0.0492747290028914,0,0,9.888032182366745,52.67450154328527,PXDN;TNC;IL1RAP
400,ProteomicsDB_2020,Melanoma M14 BTO:0002805 P001562,3/319,0.004943952742765,0.0492747290028914,0,0,9.824450366422385,52.16380457419404,VAT1;IL1RAP;CTHRC1
670,Reactome_2022,Extracellular Matrix Organization R-HSA-1474244,7/291,1.8167820270387336e-08,2.0347958702833817e-06,0,0,32.361032863849765,576.7905559742915,CD151;TNXB;LAMA1;CTSL;CTSK;PXDN;DCN
671,Reactome_2022,MHC Class II Antigen Presentation R-HSA-2132295,4/104,4.695487347735517e-06,0.00026294729147318893,0,0,44.17333333333333,541.9585913998206,CTSA;CTSL;CTSK;CTSF
672,Reactome_2022,ECM Proteoglycans R-HSA-3000178,3/55,2.9201806010245265e-05,0.0007285049600282256,0,0,60.50404858299595,631.739712445339,TNXB;LAMA1;DCN
673,Reactome_2022,RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of Keratinocytes R-HSA-8939242,2/8,3.2210818955169004e-05,0.0007285049600282256,0,0,332.8666666666667,3442.9092260043108,CTSL;CTSK
674,Reactome_2022,Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,3/57,3.252254285840293e-05,0.0007285049600282256,0,0,58.25730994152047,602.006402909338,CD151;CTSL;PXDN
675,Reactome_2022,Trafficking And Processing Of Endosomal TLR R-HSA-1679131,2/13,8.943236467078837e-05,0.0016694041405213,0,0,181.51818181818183,1692.1175589643474,CTSL;CTSK
676,Reactome_2022,Collagen Formation R-HSA-1474290,3/90,0.00012754654386454978,0.0020407447018327,0,0,36.099818511796734,323.70812707322784,CD151;CTSL;PXDN
677,Reactome_2022,Degradation Of Extracellular Matrix R-HSA-1474228,3/109,0.0002248598546300656,0.0031480379648209,0,0,29.600794438927508,248.6476565701392,CTSL;CTSK;DCN
678,Reactome_2022,Collagen Degradation R-HSA-1442490,2/40,0.000878395909700633,0.0109311490984967,0,0,52.47368421052632,369.2789949643409,CTSL;CTSK
679,Reactome_2022,Cell Junction Organization R-HSA-446728,2/86,0.0039920902998701,0.0447114113585456,0,0,23.683333333333334,130.81347778542192,CD151;PXDN
680,Reactome_2022,Attachment And Entry R-HSA-9678110,1/5,0.0054883894433205,0.0452826231336058,0,0,237.78571428571428,1237.7032790036255,CTSL
681,Reactome_2022,Signaling By LRP5 Mutants R-HSA-5339717,1/6,0.0065826171479286,0.0452826231336058,0,0,190.2190476190476,955.5316921910462,DKK1
682,Reactome_2022,Cell-Cell Communication R-HSA-1500931,2/120,0.0076244908173096,0.0452826231336058,0,0,16.83050847457627,82.07211879014802,CD151;PXDN
683,Reactome_2022,Interleukin-36 Pathway R-HSA-9014826,1/7,0.0076756962402828,0.0452826231336058,0,0,158.5079365079365,771.8855078560287,IL1RAP
684,Reactome_2022,Adaptive Immune System R-HSA-1280218,4/733,0.0077301771410006,0.0452826231336058,0,0,5.867703094040543,28.532430959647723,CTSA;CTSL;CTSK;CTSF
685,Reactome_2022,Platelet Degranulation R-HSA-114608,2/125,0.0082484896013956,0.0452826231336058,0,0,16.142276422764226,77.44620595940778,ECM1;APOH
686,Reactome_2022,Regulation Of Cytoskeletal Remodeling And Cell Spreading By IPP Complex Components R-HSA-446388,1/8,0.0087676277457428,0.0452826231336058,0,0,135.85714285714286,643.5130349149837,PXDN
687,Reactome_2022,"Defective CHST14 Causes EDS, Musculocontractural Type R-HSA-3595174",1/8,0.0087676277457428,0.0452826231336058,0,0,135.85714285714286,643.5130349149837,DCN
688,Reactome_2022,Defective CHST3 Causes SEDCJD R-HSA-3595172,1/8,0.0087676277457428,0.0452826231336058,0,0,135.85714285714286,643.5130349149837,DCN
689,Reactome_2022,Defective CHSY1 Causes TPBS R-HSA-3595177,1/8,0.0087676277457428,0.0452826231336058,0,0,135.85714285714286,643.5130349149837,DCN
690,Reactome_2022,RUNX2 Regulates Genes Involved In Cell Migration R-HSA-8941332,1/8,0.0087676277457428,0.0452826231336058,0,0,135.85714285714286,643.5130349149837,ITGBL1
691,Reactome_2022,Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005,2/130,0.0088948009726725,0.0452826231336058,0,0,15.5078125,73.23236204384786,ECM1;APOH
692,Reactome_2022,"POU5F1 (OCT4), SOX2, NANOG Repress Genes Related To Differentiation R-HSA-2892245",1/9,0.0098584127261176,0.0460059260552155,0,0,118.86904761904762,549.107257058779,DKK1
693,Reactome_2022,Type I Hemidesmosome Assembly R-HSA-446107,1/9,0.0098584127261176,0.0460059260552155,0,0,118.86904761904762,549.107257058779,CD151
694,Reactome_2022,Diseases Of Glycosylation R-HSA-3781865,2/143,0.0106779115644683,0.0471608404961865,0,0,14.068794326241134,63.866389364261984,CTSA;DCN
695,Reactome_2022,Crosslinking Of Collagen Fibrils R-HSA-2243919,1/10,0.0109480522580432,0.0471608404961865,0,0,105.65608465608466,476.9942956890701,PXDN
696,Reactome_2022,Dermatan Sulfate Biosynthesis R-HSA-2022923,1/11,0.0120365474388125,0.0481461897552501,0,0,95.08571428571427,420.260566245477,DCN
697,Reactome_2022,Endosomal/Vacuolar Pathway R-HSA-1236977,1/11,0.0120365474388125,0.0481461897552501,0,0,95.08571428571427,420.260566245477,CTSL
